nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,PD-L1_CPS,HPV_p16,EGFR,MSI-H/dMMR,first_line,later_line,biomarker_selected
NCT06064877,A Study of Ficlatuzumab in Combination With Cetuximab in Participants With Recurrent or Metastatic (R/M) HPV Negative Head and Neck Squamous Cell Carcinoma,PHASE3,Phase 3,RECRUITING,410,"AVEO Pharmaceuticals, Inc.",AVEO Pharmaceuticals,27,1,0,placebo_comparator,3,cetuximab,cetuximab;ficlatuzumab,HGF,Monoclonal Antibody,BDX004;EGFR;MET;PD-L1,1,1,1,1,1,0,0,0,1
NCT06079333,NEO- and Adjuvant Targeted Therapy in Braf-mutated Anaplastic Cancer of the Thyroid (NEO-ATACT Study),PHASE2,Phase 2,RECRUITING,20,Leiden University Medical Center,Leiden University Medical Center,16,0,1,single_arm,1,dabrafenib/trametinib,dabrafenib/trametinib,BRAF,Small Molecule,BRAF,0,1,0,0,0,0,0,0,0
NCT06082167,Study of Zanzalintinib (XL092) + Pembrolizumab vs Pembrolizumab in Subjects With PD-L1 Positive Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma,PHASE2;PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,600,Exelixis,Exelixis,52,1,1,placebo_comparator,2,pembrolizumab;zanzalintinib-matched placebo,pembrolizumab;zanzalintinib,EGFR,Small Molecule,PD-L1,0,1,1,1,0,0,0,0,1
NCT06084481,Study to Assess Adverse Events and Change in Disease Activity in Adult Participants With Select Advanced Solid Tumor Indications Receiving Intravenous (IV) ABBV-400,PHASE1,Phase 1,RECRUITING,325,AbbVie,AbbVie,274,1,1,multi_experimental,10,abbv-400,abbv-400;bevacizumab;itraconazole (itz),HER2,,HER2,0,1,0,0,0,0,0,0,0
NCT06087614,Dose Escalation Using Hypoxia-adjusted Radiotherapy,PHASE2,Phase 2,RECRUITING,124,"Rajiv Gandhi Cancer Institute & Research Center, India","Rajiv Gandhi Cancer Institute & Research Center, India",1,0,0,active_comparator,3,cisplatin injection;standard arm,cisplatin injection;de-hyart,,Small Molecule,,0,1,0,1,0,0,0,0,1
NCT06096038,Autologous CAR-T Cells Targeting CSPG4 in Relapsed/Refractory HNSCC,PHASE1,Phase 1,RECRUITING,33,UNC Lineberger Comprehensive Cancer Center,UNC Lineberger Comprehensive Cancer Center,85,0,0,single_arm,1,cell therapy;cyclophosphamide;fludarabine,cell therapy;cyclophosphamide;fludarabine,CSPG4,Cell Therapy,CD161;CSPG4,1,1,0,0,0,0,0,0,0
NCT06107686,A Study of YL202 in Selected Patients With Advanced Solid Tumors,PHASE2,Phase 2,RECRUITING,200,"MediLink Therapeutics (Suzhou) Co., Ltd.",MediLink Therapeutics (Suzhou),23,1,0,multi_experimental,4,yl202 should be intravenously infused,yl202 should be intravenously infused,HER3,ADC,HER2,1,1,0,0,0,0,0,0,0
NCT06118333,A Study Comparing BL-B01D1 With Physician's Choice of Chemotherapy in Patients With Recurrent or Metastatic Nasopharyngeal Carcinoma(PANKU-NPC01),PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,386,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,multi_experimental,2,,bl-b01d1;capecitabine;docetaxel;gemcitabine,PD-1,ADC,PD-L1,1,1,1,0,1,0,0,0,1
NCT06129864,A Global Study of Volrustomig (MEDI5752) for Participants With Unresected Locally Advanced Head and Neck Squamous Cell Carcinoma Following Definitive Concurrent Chemoradiotherapy,PHASE3,Phase 3,RECRUITING,1145,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,2,volrustomig,volrustomig,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,0
NCT06147037,"A Phase 1, Dose-escalation Study of [225Ac]-FPI-2068 in Adult Patients With Advanced Solid Tumours",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,13,AstraZeneca,AstraZeneca,780,1,1,single_arm,1,[111in]-fpi-2107;[225ac]-fpi-2068;fpi-2053,[111in]-fpi-2107;[225ac]-fpi-2068;fpi-2053,,Bispecific Antibody,,1,1,0,0,0,0,0,0,0
NCT06150664,A Phase 1 of CTX-8371 in Patients With Advanced Malignancies,PHASE1,Phase 1,RECRUITING,85,Compass Therapeutics,Compass Therapeutics,6,1,0,multi_experimental,2,ctx-8371,ctx-8371,PD-1,Bispecific Antibody,BRAF;ER;HER2;MET;PD-L1;PR,1,1,1,0,0,0,0,1,1
NCT06172478,A Study of HER3-DXd in Subjects With Locally Advanced or Metastatic Solid Tumors,PHASE2,Phase 2,RECRUITING,740,Daiichi Sankyo,Daiichi Sankyo,178,1,1,single_arm,1,her3-dxd,her3-dxd,HER3,ADC,ALK;BRAF;CLDN18.2;ER;HER2;HER3;KRAS;MET;MMR;MSI;NTRK;PD-L1;RET;ROS1;genomic,1,1,1,1,1,1,1,1,1
NCT06194656,Clinical Trial of SIBP-03 in Patients With Head and Neck Squamous Cell Carcinoma,PHASE2,Phase 2,RECRUITING,81,Shanghai Institute Of Biological Products,Shanghai Institute Of Biological Products,10,1,0,placebo_comparator,5,cetuximab injection,cetuximab injection;her3 monoclonal antibodies-dose a;her3 monoclonal antibodies-dose b;her3 monoclonal antibodies-dose c;her3 monoclonal antibodies-dose d,HER3,Monoclonal Antibody,PD-L1;biomarker,1,1,1,0,1,0,0,0,1
NCT06235216,Sacituzumab govitEcan in THYroid Cancers,PHASE2,Phase 2,RECRUITING,42,Grupo Espanol de Tumores Neuroendocrinos,Grupo Espanol de Tumores Neuroendocrinos,10,0,1,single_arm,1,sacituzumab govitecan,sacituzumab govitecan,TROP2,ADC,TROP2,1,1,0,0,0,0,1,1,0
NCT06236425,TBio-4101 and Pembro wi/ or w/o Chemo in Recurrent/Metastatic HNSCC,PHASE1,Phase 1,COMPLETED,7,H. Lee Moffitt Cancer Center and Research Institute,H. Lee Moffitt Cancer Center and Research Institute,228,0,0,multi_experimental,2,aldesleukin;cyclophosphamide;fludarabine;pembrolizumab;platinum based;tbio-4101,aldesleukin;cyclophosphamide;fludarabine;pembrolizumab;platinum based;tbio-4101,PD-1,Cell Therapy,PD-L1,1,1,1,0,0,0,0,1,1
NCT06237881,"A Phase 1/2 Study of KSQ-001EX, Autologous Tumor Infiltrating Lymphocytes Engineered to Inactivate the SOCS1 Gene, in Patients With Select Advanced Solid Tumors",PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,15,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,697,0,0,multi_experimental,3,cyclophosphamide;fludarabine;ksq-001ex,cyclophosphamide;fludarabine;interleukin-2;ksq-001ex,SOCS1,Cell Therapy,ALK;BRAF;KRAS;MET;PD-L1;RET,1,1,1,0,1,0,0,1,1
NCT06238479,"A Study of LY4101174 in Participants With Recurrent, Advanced or Metastatic Solid Tumors",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,490,Eli Lilly and Company,Eli Lilly,535,1,1,multi_experimental,3,ly4101174,ly4101174,NECTIN4,ADC,NECTIN-4,1,1,0,0,0,0,0,0,0
NCT06239194,Dose Escalation and Dose Expansion Study of MDX2001 in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,285,"ModeX Therapeutics, An OPKO Health Company","ModeX Therapeutics, An OPKO Health",3,1,0,multi_experimental,4,mdx2001,mdx2001,CD3,Bispecific Antibody,MET;TROP2,1,1,0,0,0,0,0,0,0
NCT06239220,"PD-L1 t-haNK, NAI IL-15sa and Cetuximab for Recurrent, Metastatic HNSCC",PHASE2,Phase 2,RECRUITING,25,Dana-Farber Cancer Institute,Dana-Farber Cancer Institute,326,0,0,multi_experimental,2,cetuximab;nai;pd-l1 t-hank,cetuximab;nai;pd-l1 t-hank,PD-L1,CAR-T,PD-L1,1,1,1,1,0,0,0,1,1
NCT06239727,Reduced-dose Radiotherapy for Stage III Nasopharyngeal Carcinoma Based on the Treatment Response,PHASE3,Phase 3,RECRUITING,593,Sun Yat-sen University,Sun Yat-sen University,73,0,0,active_comparator,3,cisplatin (;conventional-dose intensity-modulated radiotherapy;gemcitabine;pd-1 blocking antibody,cisplatin (;gemcitabine;pd-1 blocking antibody;reduced-dose intensity-modulated radiotherapy,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,0
NCT06242470,A Study of MGC026 in Participants With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,250,MacroGenics,MacroGenics,29,1,0,multi_experimental,12,,mgc026 dose escalation;mgc026 dose for expansion,,,,0,1,0,0,0,0,0,0,0
NCT06256588,A Study of Dostarlimab vs Placebo After Chemoradiation in Adult Participants With Locally Advanced Unresected Head and Neck Squamous Cell Carcinoma,PHASE3,Phase 3,RECRUITING,864,GlaxoSmithKline,GSK,468,1,1,placebo_comparator,2,,dostarlimab,PD-1,Monoclonal Antibody,MSI-H;PD-L1;dMMR,1,0,1,1,0,0,0,0,1
NCT06265025,"GM103 Intratumoral Injection in Patients With Locally Advanced, Unresectable, Refractory and/or Metastatic Solid Tumors",PHASE1;PHASE2,Phase 2,RECRUITING,125,"GeneMedicine Co., Ltd.",GeneMedicine,1,1,0,multi_experimental,3,,gm103 (part a);gm103 (part b);gm103 and pembrolizumab (part c),PD-1,Oncolytic Virus,,1,1,0,0,0,0,0,1,0
NCT06295731,INBRX-106 in Combination With Pembrolizumab in First-line PD-L1 CPS≥20 HNSCC,PHASE2;PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,410,"Inhibrx Biosciences, Inc",Inhibrx Biosciences,4,1,0,active_comparator,2,inbrx-106;pembrolizumab,inbrx-106;pembrolizumab,PD-L1,Monoclonal Antibody,PD-L1;PD-L1 (CPS ≥20);biomarker;biomarker analysis,1,1,1,1,0,0,0,0,1
NCT06305247,A Study to Assess IPN01194 When Administered Alone in Adults With Advanced Solid Tumours,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,36,Ipsen,Ipsen,58,1,0,multi_experimental,2,ipn01194,ipn01194,ERK,Small Molecule,,0,1,0,0,0,0,0,0,0
NCT06305962,177Lu-anti-PD-L1 sdAb in Metastatic Solid Tumors,EARLY_PHASE1,Phase 1,RECRUITING,30,"Radiopharm Theranostics, Ltd",Radiopharm Theranostics,7,1,0,single_arm,1,177lu-rad204,177lu-rad204,PD-L1,Radiopharmaceutical,MSI;PD-L1,0,1,1,0,1,0,0,1,1
NCT06319963,A Study to Evaluate Lenti-HPV-07 Immunotherapy Against HPV+ Cervical or Oropharyngeal Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,72,Theravectys S.A.,Theravectys,1,1,0,multi_experimental,2,,one im injection lenti-hpv-07;two im injections lenti-hpv-07,HPV,mRNA,HPV,0,1,0,1,0,0,0,0,1
NCT06332092,FID-007 and Cetuximab in Treating Patients With Advanced Head and Neck Squamous Cell Carcinoma,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,46,Fulgent Pharma LLC.,Fulgent Pharma,2,1,0,active_comparator,2,fid007,,paclitaxel,Monoclonal Antibody,MET;PD-L1,1,0,1,0,0,0,0,1,1
NCT06332755,"Study to Evaluate LB-LR1109, Administered Alone for the Treatment of Solid Tumor and in Combination With Atezolizumab for the Treatment of NSCLC",PHASE1,Phase 1,RECRUITING,76,LG Chem,LG Chem,2,1,0,multi_experimental,2,,phase 1a: lb-lr1109;phase 1b: lb-lr1109 and atezolizumab,PD-L1,Monoclonal Antibody,genomic,1,1,0,0,0,0,0,0,0
NCT06348264,"Adjuvant Rezvilutamide in Combination With Androgen Deprivation Therapy in Androgen Receptor-positive, High-risk Salivary Duct Carcinoma",PHASE2,Phase 2,RECRUITING,37,Peking University First Hospital,Peking University First Hospital,4,0,0,single_arm,1,leuprolide acetate;rezvilutamide,leuprolide acetate;rezvilutamide,AR,Small Molecule,AR,0,1,0,0,0,0,0,0,0
NCT06358053,CRTE7A2-01 TCR-T Cells for HPV-16 Positive Advanced Cancers,PHASE1,Phase 1,NOT_YET_RECRUITING,24,"Corregene Biotechnology Co., Ltd",Corregene Biotechnology,4,1,0,single_arm,1,crte7a2-01 tcr-t cell therapy,crte7a2-01 tcr-t cell therapy,HPV16,Recombinant Protein,HLA-A*02:01;HPV16,0,1,0,0,0,0,0,1,0
NCT06359847,Study of ST-1898 in Locally Advanced or Metastatic Radioiodine-Refractory Differentiated Thyroid Cancer,PHASE2,Phase 2,RECRUITING,60,Beijing Scitech-Mq Pharmaceuticals Limited,Beijing Scitech-Mq Pharmaceuticals,3,1,0,single_arm,1,st-1898 tablets,st-1898 tablets,RET,Small Molecule,BRAF;MET;RET;biomarker,0,1,0,0,0,0,0,1,0
NCT06378177,A Study of LVGN6051 Combination Therapy in Patient With Head and Neck Squamous Cell Carcinoma (HNSCC),PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,64,Lyvgen Biopharma Holdings Limited,Lyvgen Biopharma,6,1,0,single_arm,1,lvgn6051 monoclonal antibody injection;paclitaxel injection;toripalimab injection,lvgn6051 monoclonal antibody injection;paclitaxel injection;toripalimab injection,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,1,0,0
NCT06380816,A Phase I/II Trial of UCB4594 in Participants With Advanced Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,167,Cancer Research UK,Cancer Research UK,16,0,0,multi_experimental,2,ucb4594,ucb4594,,,,0,1,0,0,0,0,0,1,0
NCT06385080,A Study of Amivantamab Alone or in Addition to Other Treatment Agents in Participants With Head and Neck Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,287,"Janssen Research & Development, LLC",Johnson & Johnson,363,1,1,multi_experimental,7,amivantamab,amivantamab;carboplatin;paclitaxel;pembrolizumab,EGFR,Monoclonal Antibody,EGFR;PD-L1,1,1,1,1,0,0,0,0,1
NCT06437522,A Study of BL-B01D1+PD-1 Monoclonal Antibody in Patients With Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma and Other Solid Tumors,PHASE2,Phase 2,RECRUITING,46,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,single_arm,1,bl-b01d1;pd-1 monoclonal antibody,bl-b01d1;pd-1 monoclonal antibody,PD-1,ADC,PD-L1,1,1,1,0,0,0,0,0,1
NCT06444815,A Study of VET3-TGI in Patients With Solid Tumors,PHASE1,Phase 1,RECRUITING,60,KaliVir Immunotherapeutics,KaliVir Immunotherapeutics,1,1,0,multi_experimental,4,vet3-tgi,atezolizumab;vet3-tgi,TGF-β,Oncolytic Virus,,1,1,1,0,0,0,0,0,1
NCT06451497,"This is a Phase 1 Trial of ZM008, an Anti-LLT1 Antibody, Used as Single Agent Followed by Combination Treatment With Toripalimab in Patients With Advanced Solid Tumors",PHASE1,Phase 1,RECRUITING,100,Zumutor Biologics Inc.,Zumutor Biologics,1,1,0,single_arm,1,zm008,zm008,LLT1,Monoclonal Antibody,,1,1,0,0,0,0,0,1,0
NCT06458036,Selpercatinib Pre-RAI in Patients With RET Fusion Thyroid Cancer (RAISE),PHASE2,Phase 2,RECRUITING,13,Children's Hospital of Philadelphia,Children's Hospital of Philadelphia,6,0,1,single_arm,1,131i therapy;selpercatinib monotherapy,131i therapy;selpercatinib monotherapy,RET,Small Molecule,RET,0,1,0,0,0,0,0,0,0
NCT06465069,A Study of LY4052031 in Participants With Advanced or Metastatic Urothelial Cancer or Other Solid Tumors,PHASE1,Phase 1,RECRUITING,420,Eli Lilly and Company,Eli Lilly,535,1,1,multi_experimental,3,ly4052031,ly4052031,NECTIN4,ADC,NECTIN-4,1,1,0,0,0,0,0,0,0
NCT06469008,A Study of BL-B16D1 in Patients With Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma and Other Solid Tumors,PHASE1,Phase 1,RECRUITING,21,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,single_arm,1,bl-b16d1,bl-b16d1,,,,0,1,0,0,0,0,0,0,0
NCT06475300,"A Study of BL-B01D1+PD-1 Monoclonal Antibody in Patients With Locally Advanced or Metastatic Non-small Cell Lung Cancer, Nasopharyngeal Carcinoma and Other Solid Tumors",PHASE2,Phase 2,RECRUITING,570,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,single_arm,1,bl-b01d1;pd-1 monoclonal antibody;pemetrexed disodium,bl-b01d1;pd-1 monoclonal antibody;pemetrexed disodium,PD-1,ADC,ALK,1,1,0,0,1,0,0,0,1
NCT06496178,A Phase 3 Study to Evaluate Petosemtamab Compared With Investigator's Choice Monotherapy in Previously Treated Head and Neck Squamous Cell Carcinoma Patients (LiGeR-HN2),PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,621,Merus B.V.,Merus,8,1,0,active_comparator,2,investigator's choice,petosemtamab,EGFR,Monoclonal Antibody,EGFR,1,1,0,0,0,0,0,0,0
NCT06505551,Phase 1/2 Study of Autologous SCG142 TCR T Cells in Patients With HPV16/52-positive Carcinoma,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,66,SCG Cell Therapy Pte. Ltd.,SCG Cell Therapy Pte.,3,1,0,single_arm,1,cyclophosphamide;fludarabine;scg142,cyclophosphamide;fludarabine;scg142,HPV16,Cell Therapy,HPV16;HPV52,1,1,0,0,0,0,0,0,0
NCT06515990,A Study of DM005 in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,208,"Doma Biopharmaceutical（Suzhou）Co., Ltd.",Doma Biopharmaceutical（Suzhou）,1,1,0,multi_experimental,9,dm005,dm005,EGFR,ADC,,1,1,0,0,0,0,0,0,0
NCT06525220,A Phase 3 Study to Evaluate Petosemtamab Plus Pembrolizumab vs Pembrolizumab in First-line Treatment of Head and Neck Cancer (LiGeR - HN1),PHASE3,Phase 3,RECRUITING,700,Merus B.V.,Merus,8,1,0,active_comparator,2,pembrolizumab,pembrolizumab;petosemtamab,EGFR,Monoclonal Antibody,EGFR;PD-L1,1,1,1,0,0,0,0,0,1
NCT06535607,Study of Volrustomig as Monotherapy or in Combination With Anti- Cancer Agents in Participants With Advanced/Metastatic Solid Tumors,PHASE2,Phase 2,RECRUITING,257,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,8,volrustomig,carboplatin;cisplatin;fluorouracil;paclitaxel;volrustomig,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,0,0,1
NCT06540443,Pilot Study of MPB-2043 Enhanced MRI for Nodal Staging in Head and Neck Squamous Cell Carcinomas,PHASE1,Phase 1,RECRUITING,24,MegaPro Biomedical Co. Ltd.,MegaPro Biomedical,3,1,0,multi_experimental,4,,mpb-2043 of 0.;mpb-2043 of 1.;mpb-2043 of 2.;mpb-2043 of 3.,,,,0,1,0,0,0,0,0,0,0
NCT06545331,Study of XB010 in Subjects With Solid Tumors,PHASE1,Phase 1,RECRUITING,396,Exelixis,Exelixis,52,1,0,multi_experimental,3,xb010,pembrolizumab;xb010,PD-1,,,0,1,0,0,0,0,0,0,0
NCT06549946,Ixovex-1 Single Agent and Combination Therapy,PHASE1;PHASE2,Phase 2,RECRUITING,18,Psivac Ltd,Psivac,1,1,0,multi_experimental,3,ixovex-1,ixovex-1;pembrolizumab,,Oncolytic Virus,,1,1,0,0,0,0,0,0,0
NCT06589609,Phase 1 Clinical Trial of FluBHPVE6E7 Immunotherapy for HPV16-Associated Oropharyngeal Cancer,PHASE1,Phase 1,RECRUITING,12,BlueSky Immunotherapies GmbH,BlueSky Immunotherapies,2,1,0,single_arm,1,flubhpve6e7,flubhpve6e7,HPV16 E6/E7,Oncolytic Virus,HPV16,1,1,0,1,0,0,0,0,1
NCT06597565,A Phase II Study of ACR-368 and Low Dose Gemcitabine in R/M HNSCC,PHASE2,Phase 2,RECRUITING,43,H. Lee Moffitt Cancer Center and Research Institute,H. Lee Moffitt Cancer Center and Research Institute,228,0,0,multi_experimental,2,acr-368;gemcitabine,acr-368;gemcitabine,CHK1,Small Molecule,OncoSignature;PD-L1,0,1,1,1,0,0,0,0,1
NCT06597721,"ADCE-T02, a Tissue Factor Targeted Antibody-Drug Conjugate, in Patients With Selected Advanced Solid Tumours",PHASE1,Phase 1,RECRUITING,210,Adcendo ApS,Adcendo,3,1,0,single_arm,1,adce-t02,adce-t02,TF,ADC,,1,1,0,0,0,0,0,0,0
NCT06601335,A Phase 3 Study of AK112 Plus AK117 Versus Pembrolizumab in Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma (R/M HNSCC),PHASE3,Phase 3,RECRUITING,510,Akeso,Akeso,103,1,0,active_comparator,2,placebo in combination with pembrolizumab,ak117 in combination with ak112,PD-L1,Monoclonal Antibody,PD-L1,1,1,1,1,0,0,0,0,1
NCT06614686,U87 CAR-T in Patients With Advanced Head and Neck Tumors,PHASE1,Phase 1,RECRUITING,20,"Shanghai Unicar-Therapy Bio-medicine Technology Co.,Ltd",Shanghai Unicar-Therapy Bio-medicine Technology,15,1,0,single_arm,1,u87 autologous car t-cell,u87 autologous car t-cell,,CAR-T,TROP2,1,1,0,0,0,0,0,0,0
NCT06629597,A Phase III Study of YL201 in Recurrent or Metastatic Nasopharyngeal Carcinoma (TAISHAN-301),PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,400,"MediLink Therapeutics (Suzhou) Co., Ltd.",MediLink Therapeutics (Suzhou),23,1,0,active_comparator,2,capecitabine;docetaxel;gemcitabine,yl201,B7-H3,ADC,,1,1,0,0,0,0,0,0,0
NCT06645808,PET-imaging of Two Vartumabs in Patients With Solid Tumors,EARLY_PHASE1,Phase 1,RECRUITING,32,Var2 Pharmaceuticals,Var2 Pharmaceuticals,1,1,0,multi_experimental,2,pet/ct scan,89zr-dfo-n-suc-c9scfv;89zr-dfo-n-suc-f8scfv;pet/ct scan,oncofetal chondroitin sulfate,Radiopharmaceutical,,0,1,0,0,1,0,0,0,1
NCT06657222,First in Human Study of TUB-030 in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,250,Tubulis GmbH,Tubulis,5,1,0,multi_experimental,2,tub-030,tub-030,5T4,ADC,,1,1,0,0,0,0,0,0,0
NCT06668961,A Study of SI-B001+SI-B003 Combined With Platinum-based Chemotherapy as First-line Treatment in Patients With Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,48,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,multi_experimental,2,si-b001,si-b001;si-b003,EGFR/HER3,Bispecific Antibody,,1,1,0,0,0,0,0,0,0
NCT06673329,Brodalumab in the Treatment of Immune-Related Adverse Events,PHASE1,Phase 1,RECRUITING,11,"Brian Henick, MD","Brian Henick, MD",1,0,0,single_arm,1,brodalumab;ct scan,brodalumab;ct scan,IL-17RA,Monoclonal Antibody,,1,1,0,0,0,0,0,0,0
NCT06682793,"A Study to Evaluate the Safety and Efficacy of A2B395, an Allogeneic Logic-gated CAR T, in Participants With Solid Tumors That Express EGFR and Have Lost HLA-A*02 Expression",PHASE1;PHASE2,Phase 2,RECRUITING,240,A2 Biotherapeutics Inc.,A2 Biotherapeutics,3,1,0,single_arm,1,a2b395;diagnostic test: xt cdx with hla-loh assay,a2b395;diagnostic test: xt cdx with hla-loh assay,EGFR,CAR-T,HLA-A*02,1,1,0,0,1,0,0,0,1
NCT06695845,A Phase 2 Study of Zanidatamab in Patients With HER2-expressing Tumors,PHASE2,Phase 2,RECRUITING,200,Jazz Pharmaceuticals,Jazz Pharmaceuticals,59,1,0,single_arm,1,zanidatamab,zanidatamab,HER2,Bispecific Antibody,ALK;BRAF;EGFR;HER2;KRAS;MET;ROS1,1,1,0,0,1,0,0,0,1
NCT06699212,A Study of ASP-1929 Photoimmunotherapy in Combination With Pembrolizumab in First-line Treatment of Locoregional Recurrent Squamous Cell Carcinoma of the Head and Neck With No Distant Metastases,PHASE3,Phase 3,RECRUITING,412,"Rakuten Medical, Inc.",Rakuten Medical,7,1,0,active_comparator,3,carboplatin;cisplatin;docetaxel;fluorouracil;paclitaxel;pembrolizumab,asp-1929 photoimmunotherapy;pembrolizumab,PD-1,Radiopharmaceutical,PD-L1,0,1,1,1,0,0,1,0,1
NCT06700070,A Phase 0 Multicenter Study of the Pharmacodynamic Effects of Intratumoral Microdose Administration of PBA-0111 in Patients With Solid Tumors,EARLY_PHASE1,Phase 1,RECRUITING,12,Pure Biologics S.A.,Pure Biologics,2,1,0,single_arm,1,pba-0111,pba-0111,,,biomarker,0,1,0,0,1,0,0,0,1
NCT06710756,Lead-212 PSV359 Therapy for Patients With Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,112,Perspective Therapeutics,Perspective Therapeutics,4,1,0,multi_experimental,2,[203pb]pb-psv359;[212pb]pb-psv359,[203pb]pb-psv359;[212pb]pb-psv359,FAP,Radiopharmaceutical,FAP,0,1,0,0,0,0,0,0,0
NCT06719479,A Clinical Trial to Evaluate Effect of IAE0972 Combined with Chemotherapy for R/M HNSCC or NPC(Note: It is Currently Phase II.).,PHASE2;PHASE3,Phase 3,NOT_YET_RECRUITING,60,"SUNHO（China）BioPharmaceutical CO., Ltd.",SUNHO（China）BioPharmaceutical,14,1,0,multi_experimental,5,,iae0972+ methotrexate;iae0972+capecitabine;iae0972+docetaxel;iae0972+gemcitabine;iae0972+taxanes,,,,0,1,0,0,0,0,0,0,0
NCT06727565,Study of Novel Treatment Combination Therapies in Participants With Head and Neck Squamous Cell Carcinoma Regardless of PD-L1 Expression Status; Substudy-01,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,39,Gilead Sciences,Gilead Sciences,168,1,1,multi_experimental,2,carboplatin;paclitaxel;zimberelimab,carboplatin;domvanalimab;paclitaxel;zimberelimab,TIGIT,Monoclonal Antibody,MET;PD-L1,1,1,1,1,0,0,0,1,1
NCT06736379,Intratumoral Delivery of Viral Replicon (saRNA) Particles Expressing IL-12 in Head and Neck Cancer,PHASE1,Phase 1,RECRUITING,41,VLP Therapeutics,VLP Therapeutics,1,1,0,multi_experimental,4,,pembrolizumab (keytruda);vrp-encapsulated sarna encoding il-12 (1 x 10^9 viral particles per injection);vrp-encapsulated sarna encoding il-12 (3 x 10^8 viral particles per injection),IL-12,mRNA,ALK;EGFR;PD-L1,0,1,1,0,1,0,0,1,1
NCT06747585,A Study to Investigate ALE.P02 as Monotherapy in Adult Patients With Selected CLDN1+ Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,170,Alentis Therapeutics AG,Alentis Therapeutics,3,1,0,multi_experimental,3,ale.p02,ale.p02,CLDN1,ADC,CLDN1,1,1,0,0,0,0,0,1,0
NCT06749899,QL1706 (PD-1/CTLA-4 Bi-specific Antibody) and Chemoradiotherapy in Locoregionally-advanced Nasopharyngeal Carcinoma.,PHASE3,Phase 3,RECRUITING,580,Sun Yat-Sen University Cancer Center,Sun Yat-Sen University Cancer Center,4,0,0,active_comparator,2,cisplatin;gemcitabine;intensity-modulated radiotherapy,cisplatin;gemcitabine;intensity-modulated radiotherapy;ql1706,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,0
NCT06769698,A Study to See if Giving Fianlimab and Cemiplimab Together is Better Than Cemiplimab Alone at Treating Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma,PHASE2,Phase 2,RECRUITING,120,Regeneron Pharmaceuticals,Regeneron,95,1,1,multi_experimental,2,cemiplimab;fdc fianlimab+cemiplimab,cemiplimab;fdc fianlimab+cemiplimab,PD-1,Monoclonal Antibody,PD-L1,1,1,1,1,0,0,0,0,1
