nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,PD-L1,sarcomatoid,first_line,later_line,biomarker_selected
NCT05148546,Neoadjuvant Study With Combination Immuno-oncology for Primary Clear Cell Renal Cell Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,69,The Netherlands Cancer Institute,The Netherlands Cancer Institute,72,0,1,multi_experimental,3,neoadjuvant nivolumab,neoadjuvant ipilimumab;neoadjuvant nivolumab;neoadjuvant relatlimab,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,1
NCT05176483,Study of Zanzalintinib in Combination With Immuno-Oncology or Other Agents in Participants With Solid Tumors,PHASE1,Phase 1,RECRUITING,1394,Exelixis,Exelixis,52,1,0,multi_experimental,9,zanzalintinib,ddi probe cocktail;docetaxel;ipilimumab;nivolumab;nivolumab + relatlimab;zanzalintinib,EGFR,Small Molecule,PD-L1;biomarker,0,1,1,1,1,1,1
NCT05199272,A Phase 1/2a Study of 23ME-00610 in Patients With Advanced Solid Malignancies,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,141,"23andMe, Inc.",23andMe,2,1,0,multi_experimental,2,23me-00610,23me-00610,CD200R1,Monoclonal Antibody,CDX;MSI;MSI-H;TMB;TMB-H,1,1,0,0,0,0,0
NCT05215470,CLARA: Somatic and Germline Mechanisms That Impact Renal Cancer Immunotherapy,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,100,Hospital das Clínicas de Ribeirão Preto,Hospital das Clínicas de Ribeirão Preto,1,0,1,single_arm,1,ipilimumab;nivolumab,ipilimumab;nivolumab,PD-1,Monoclonal Antibody,CD30,1,1,0,0,1,0,0
NCT05215574,Study of NGM831 as Monotherapy and in Combination With Pembrolizumab or Pembrolizumab and NGM438 in Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,130,"NGM Biopharmaceuticals, Inc",NGM Biopharmaceuticals,6,1,1,multi_experimental,3,,ngm831;ngm831 and ngm438 plus pembrolizumab (keytruda);ngm831 plus pembrolizumab (keytruda),ILT3,Monoclonal Antibody,,1,1,0,0,0,0,0
NCT05238883,A Study of HFB200301 as a Single Agent and in Combination With Tislelizumab in Adult Patients With Advanced Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,72,HiFiBiO Therapeutics,HiFiBiO Therapeutics,3,1,0,multi_experimental,4,hfb200301,hfb200301;tislelizumab,TNFR2,Monoclonal Antibody,BRAF,1,1,0,0,0,0,0
NCT05239143,P-MUC1C-ALLO1 Allogeneic CAR-T Cells in the Treatment of Subjects With Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,180,"Poseida Therapeutics, Inc.",Poseida Therapeutics,6,1,0,multi_experimental,8,p-muc1c-allo1 car-t cells;rimiducid,p-muc1c-allo1 car-t cells;rimiducid,MUC1,CAR-T,MUC1,1,1,0,0,0,0,0
NCT05239728,A Study of Belzutifan (MK-6482) Plus Pembrolizumab (MK-3475) Versus Placebo Plus Pembrolizumab in Participants With Clear Cell Renal Cell Carcinoma Post Nephrectomy (MK-6482-022),PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,1800,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,multi_experimental,2,pembrolizumab,belzutifan;pembrolizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,0,1,0,0,1
NCT05263050,Trial of an Alternative Cabozantinib Dosing Schedule in Metastatic Renal Cell Carcinoma and Neuroendocrine Tumors,PHASE2,Phase 2,RECRUITING,111,Fox Chase Cancer Center,Fox Chase Cancer Center,34,0,0,multi_experimental,2,cabozantinib,cabozantinib;nivolumab,MET,Small Molecule,PD-L1,0,1,0,1,1,0,1
NCT05287945,Study of Orellanine in Metastatic Clear-Cell or Papillary Renal Cell Carcinoma,PHASE1;PHASE2,Phase 2,RECRUITING,75,Oncorena AB,Oncorena,1,1,0,multi_experimental,2,orellanine,orellanine,,,,0,1,0,0,0,0,0
NCT05329532,"Modi-1 Moditope in Breast, Head and Neck, Ovarian, or Renal Cancer",PHASE1;PHASE2,Phase 2,RECRUITING,168,Scancell Ltd,Scancell,4,1,0,multi_experimental,3,device: micronjet600 microneedle device (nanopass);modi-1 moditope,device: micronjet600 microneedle device (nanopass);modi-1 moditope;pembrolizumab,PD-1,Peptide,PD-L1,0,1,1,0,1,0,1
NCT05363280,"Phase 2 Study for the Patient, Who Has Diagnosed With Small Cell Lung Cancer (SCLC) or Non Small Cell Lung Cancer (NSCLC) or Renal Cell Carcinoma (RCC) and Finished the First Line Stand Treatment , Need More Treatment",PHASE2,Phase 2,RECRUITING,80,"Advenchen Pharmaceuticals, LLC.",Advenchen Pharmaceuticals,3,1,0,multi_experimental,5,al8326,al8326,VEGF/VEGFR,Small Molecule,,0,1,0,0,0,0,0
NCT05407441,Tazemetostat+Nivo/Ipi in INI1-Neg/SMARCA4-Def Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,49,"Susan Chi, MD","Susan Chi, MD",1,0,1,multi_experimental,8,ipilimumab;nivolumab;tazemetostat,ipilimumab;nivolumab;tazemetostat,PD-1,Monoclonal Antibody,CD30;PD-L1,1,1,1,0,0,1,1
NCT05433142,Study of XmAb®819 in Subjects With Advanced Clear Cell Renal Cell Carcinoma,PHASE1,Phase 1,RECRUITING,307,"Xencor, Inc.",Xencor,19,1,0,single_arm,1,xmab819,xmab819,VEGF/VEGFR,Monoclonal Antibody,,1,1,0,0,0,1,0
NCT05468697,A Study of Belzutifan (MK-6482) in Combination With Palbociclib Versus Belzutifan Monotherapy in Participants With Advanced Renal Cell Carcinoma (MK-6482-024/LITESPARK-024),PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,60,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,multi_experimental,3,belzutifan;palbociclib,belzutifan;palbociclib,CDK4/6,Small Molecule,ER;HER2;PR,0,1,0,0,0,0,0
NCT05518253,A Clinical Study of CD70-targeted CAR-T in the Treatment of CD70-positive Advanced/Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,30,"Weijia Fang, MD","Weijia Fang, MD",3,0,0,multi_experimental,2,cd70 car-t cells,cd70 car-t cells,CD70,CAR-T,CD70,1,1,0,0,0,0,0
NCT05522231,Efficacy and Safety of Fruquintinib in Combination With Sintilimab in Advanced Renal Cell Carcinoma (FRUSICA-2),PHASE2;PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,265,Hutchmed,HUTCHMED,35,1,0,active_comparator,3,axitinib / everolimus,fruquintinib+sintilimab,VEGF/VEGFR,Small Molecule,PD-L1,0,1,1,0,1,0,1
NCT05536141,A Phase 1 Study of AB521 Monotherapy and Combination Therapies in Renal Cell Carcinoma and Other Solid Tumors,PHASE1,Phase 1,RECRUITING,362,"Arcus Biosciences, Inc.",Arcus Biosciences,21,1,0,multi_experimental,15,casdatifan,cabozantinib;casdatifan;ipilimumab;zimberelimab,MET,Small Molecule,PD-L1,0,1,0,0,0,0,0
NCT05544929,A Study of Safety and Efficacy of KFA115 Alone and in Combo With Pembrolizumab in Patients With Select Advanced Cancers,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,126,Novartis Pharmaceuticals,Novartis,836,1,1,multi_experimental,3,kfa115,kfa115;pembrolizumab,PD-1,,BRAF;MSI;MSI-H;PD-L1,0,1,1,0,0,1,1
NCT05581004,"A Study to Evaluate the Safety, Pharmacokinetics, and Activity of Enzelkitug as a Single Agent and in Combination With Checkpoint Inhibitor in Participants With Locally Advanced or Metastatic Solid Tumors",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,165,"Genentech, Inc.",Roche/Genentech,922,1,1,multi_experimental,4,enzelkitug,atezolizumab;enzelkitug;pembrolizumab,PD-L1,Monoclonal Antibody,CMMRD;MSI-H;TMB,1,1,0,0,0,0,0
NCT05620134,Study of JK08 in Patients with Unresectable Locally Advanced or Metastatic Cancer,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,263,Salubris Biotherapeutics Inc,Salubris Biotherapeutics,2,1,0,multi_experimental,4,jk08,jk08;lenvatinib pill;pembrolizumab,CTLA-4,Monoclonal Antibody,ER;HER2;PR;genomic,1,1,0,0,0,1,0
NCT05653882,A Study Evaluating AB248 Alone or in Combination With Pembrolizumab in Adult Patients With Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,552,"Asher Biotherapeutics, Inc.",Asher Biotherapeutics,1,1,1,multi_experimental,4,etakafusp alfa (ab248),etakafusp alfa (ab248);pembrolizumab,IL-2,Peptide,EGFR,0,1,0,0,0,0,0
NCT05661955,"A Study to Investigate the Antitumor Activity, Safety, Tolerability, and Pharmacokinetics of BGB-A445 in Combination With Tislelizumab in Participants With Select Advanced Solid Tumors.",PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,113,BeiGene,BeiGene/BeOne,149,1,1,multi_experimental,9,bgb-a445,bgb-a445;tislelizumab,OX40,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,1
NCT05663710,Phase 1b/2 Study of Combination 177Lu Girentuximab Plus Cabozantinib and Nivolumab in Treatment naïve Patients With Advanced Clear Cell RCC,PHASE1;PHASE2,Phase 2,RECRUITING,100,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,697,0,0,multi_experimental,3,177lu girentuximab;arabinofuranosylguanine [18f]f-arag;cabozantinib;nivolumab,177lu girentuximab;arabinofuranosylguanine [18f]f-arag;cabozantinib;nivolumab,SLC43A2,Radiopharmaceutical,CD147,0,1,0,0,0,0,0
NCT05678673,Study of XL092 + Nivolumab vs Sunitinib in Subjects With Advanced or Metastatic Non-Clear Cell Renal Cell Carcinoma,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,317,Exelixis,Exelixis,52,1,0,active_comparator,2,sunitinib malate,nivolumab;xl092,PD-1,Small Molecule,,0,1,0,1,0,0,1
NCT05698238,Clinical Study to Evaluate Safety and Dosing of CA9hu-1 in Patients With Advanced Solid Tumours,PHASE1,Phase 1,NOT_YET_RECRUITING,50,"Mabpro, a.s.","Mabpro, a.s.",1,1,0,single_arm,1,ca9hu-1,ca9hu-1,CA9,Monoclonal Antibody,CA9;biomarker,1,1,0,0,0,1,0
NCT05704985,Evaluating Safety and Biomarkers Using DK210 (EGFR) for Locally Advanced or Metastatic EGFR+ Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,39,DEKA Biosciences,DEKA Biosciences,1,1,0,multi_experimental,4,dk210 (egfr),dk210 (egfr);immune checkpoint blockers;radiation therapy,EGFR,Small Molecule,EGFR;biomarker,0,1,0,0,0,0,0
NCT05706129,"A Study to Assess Safety, Tolerability and Imaging Characteristics of [68Ga]Ga-DPI-4452 and to Assess Safety, Tolerability, and Efficacy of [177Lu]Lu-DPI-4452 in Participants With Unresectable Locally Advanced or Metastatic Solid Tumors",PHASE1;PHASE2,Phase 2,RECRUITING,270,Lumara Bio Oncologics GmbH,Lumara Bio Oncologics,1,1,0,multi_experimental,5,[68ga]ga-dpi-4452,[177lu]lu-dpi-4452;[68ga]ga-dpi-4452,CA IX,Radiopharmaceutical,CA IX,0,1,0,0,0,0,0
NCT05733715,Neoadjuvant Pembrolizumab and Lenvatinib for Renal Cell Carcinoma,EARLY_PHASE1,Phase 1,RECRUITING,30,Abramson Cancer Center at Penn Medicine,Abramson Cancer Center at Penn Medicine,31,0,1,multi_experimental,2,pembrolizumab infusion,lenvatinib tablet;pembrolizumab infusion,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,1
NCT05738694,Neoadjuvant of Axitinib Plus PD-1 to Improve Disease Free Survival of Patients With Renal Cell Carcinoma,PHASE3,Phase 3,RECRUITING,298,ZHOU FANGJIAN,ZHOU FANGJIAN,1,0,1,active_comparator,2,nephrectomy,axitinib plus toripalimab;nephrectomy,VEGF/VEGFR,Small Molecule,,0,1,0,1,0,0,1
NCT05752552,Study to Determine the Safety and Pharmacokinetics of DO-2 in Patients With Advanced or Refractory Solid Tumours,PHASE1,Phase 1,RECRUITING,55,DeuterOncology,DeuterOncology,1,1,0,single_arm,1,do-2,do-2,MET,Small Molecule,MET;genomic,0,1,0,0,0,1,0
NCT05756569,Enfortumab Vedotin Plus Pembrolizumab for the Treatment of Locally Advanced or Metastatic Bladder Cancer of Variant Histology,PHASE2,Phase 2,RECRUITING,25,Emory University,Emory University,116,0,1,single_arm,1,biospecimen collection;computed tomography;enfortumab vedotin;magnetic resonance imaging;pembrolizumab;questionnaire administration,biospecimen collection;computed tomography;enfortumab vedotin;magnetic resonance imaging;pembrolizumab;questionnaire administration,PD-1,Monoclonal Antibody,PD-L1,1,1,1,1,0,0,1
NCT05759923,"First-in-human Phase I Study to Evaluate Safety, Tolerability and Antineoplastic Activity of OATD-02 in Patients With Selected Advanced and/or Metastatic Solid Tumours",PHASE1,Phase 1,RECRUITING,40,Molecure S.A.,Molecure,1,1,0,single_arm,1,oatd-02,oatd-02,ARG1,Small Molecule,,0,1,0,0,0,1,0
