nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,RAS/RAF_wt,MSI-H/dMMR,MSS/pMMR,HER2,BRAF_mut,KRAS_G12C,first_line,later_line,biomarker_selected,biomarker_detail,elig_summary
NCT05319314,LYL273 for Patients With Relapsed or Refractory mCRC,PHASE1;PHASE2,Phase 2,RECRUITING,155,"Lyell Immunopharma, Inc.",Lyell Immunopharma,5,1,0,single_arm,1,lyl273,lyl273,GUCY2C,CAR-T,,1,1,1,0,0,0,0,0,0,1,1,RAS/RAF wt,metastatic · 2nd-line+ · measurable (RECIST)
NCT05322590,BXQ-350 in Newly Diagnosed Metastatic Colorectal Carcinoma,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,195,"Bexion Pharmaceuticals, Inc.",Bexion Pharmaceuticals,5,1,0,placebo_comparator,2,,bxq-350,VEGF/VEGFR,Small Molecule,CER;GLUCER;GM3;MMR;MSI;S1P;sphingolipid profiling,0,0,0,1,0,0,0,0,0,0,1,MSI-H/dMMR,metastatic · adenoca. · measurable (RECIST)
NCT05355701,A Study to Learn About the Study Medicine Called PF-07799933 in People With Advanced Solid Tumors With BRAF Alterations.,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,103,Pfizer,Pfizer,687,1,1,multi_experimental,9,pf-07799933,binimetinib;cetuximab;fluorouracil;leucovorin;midazolam;oxaliplatin;pf-07799933,BRAF,Small Molecule,BRAF;MSI;MSI-H;dMMR,0,1,0,1,0,0,1,0,0,0,1,"MSI-H/dMMR, BRAFm",metastatic
NCT05358249,Platform Study of JDQ443 in Combinations in Patients With Advanced Solid Tumors Harboring the KRAS G12C Mutation,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,74,Novartis Pharmaceuticals,Novartis,836,1,1,multi_experimental,3,jdq443,cetuximab;jdq443;ribociclib;trametinib,KRAS,Small Molecule,KRAS;PD-L1;STK11,0,1,0,0,0,0,0,1,0,0,1,KRAS G12C,metastatic · small-cell
NCT05379595,A Study of Amivantamab Monotherapy and in Addition to Standard-of-Care Chemotherapy in Participants With Advanced or Metastatic Colorectal Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,225,"Janssen Research & Development, LLC",Johnson & Johnson,363,1,1,active_comparator,4,amivantamab;amivantamab iv;fluorouracil;irinotecan;leucovorin;oxaliplatin,amivantamab iv,EGFR,Monoclonal Antibody,ALK;BRAF;EGFR;HER2;KRAS;MSI;MSI-H;NTRK;RET,1,1,0,1,0,1,1,0,1,0,1,"MSI-H/dMMR, HER2+, BRAFm",metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT05379985,Study of RMC-6236 in Patients With Advanced Solid Tumors Harboring Specific Mutations in RAS,PHASE1;PHASE2,Phase 2,RECRUITING,754,"Revolution Medicines, Inc.",Revolution Medicines,19,1,0,single_arm,1,rmc-6236,rmc-6236,KRAS,Small Molecule,KRAS;RAS,0,1,1,0,0,0,0,0,1,0,1,RAS/RAF wt,metastatic · 1st-line
NCT05382364,Safety and Pharmacokinetics of Tucatinib (MK-7119) in Chinese Participants With Cancer (MK-7119-002),PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,25,Pfizer,Pfizer,687,1,1,single_arm,1,tucatinib,tucatinib,HER2,Small Molecule,HER2,0,1,0,0,0,1,0,0,0,1,1,HER2+,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT05382442,A Study of AK112 With or Without AK117 in Metastatic Colorectal Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,254,Akeso,Akeso,103,1,0,multi_experimental,11,ak112,ak112;ak117;capecitabine;fluorouracil;irinotecan;leucovorin;oxaliplatin,PD-1,Bispecific Antibody,MMR;MSI;MSI-H;dMMR,1,1,0,1,0,0,0,0,0,0,1,MSI-H/dMMR,metastatic · adenoca. · measurable (RECIST)
NCT05394714,"A Phase I, Autologous ex Vivo Expanded and Activated NK Cell, Magicell-NK, Infusion for Colon Cancer Post Resection Study",PHASE1,Phase 1,RECRUITING,18,Medigen Biotechnology Corporation,Medigen Biotechnology,2,1,0,single_arm,1,magicell-nk contains nk cells suspended in,magicell-nk contains nk cells suspended in,,Cell Therapy,,1,1,0,0,0,0,0,0,0,0,0,,metastatic · squamous · ECOG 2
NCT05425940,Study of XL092 + Atezolizumab vs Regorafenib in Participants With Metastatic Colorectal Cancer,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,901,Exelixis,Exelixis,52,1,0,active_comparator,2,regorafenib,atezolizumab;xl092,PD-L1,Small Molecule,MMR;MSI;MSI-H;PD-L1;RAS;dMMR,0,1,1,1,0,0,0,0,0,1,1,"RAS/RAF wt, MSI-H/dMMR",metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT05427487,Study of Intratumoral IVX037 in Patients With Advanced or Metastatic Solid Tumours,PHASE1,Phase 1,RECRUITING,70,ImmVirx Pty Ltd,ImmVirx Pty,1,1,0,multi_experimental,2,ivx037,ivx037;sintilimab,PD-1,Oncolytic Virus,MMR;MSI;PD-L1,1,1,0,1,0,0,0,0,0,1,1,MSI-H/dMMR,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT05450029,Neoadjuvant Chemoradiotherapy Plus Sintilimab for Intermediate/High Immunoscore Locally Advanced Rectal Cancer,PHASE2,Phase 2,RECRUITING,51,Yanhong Deng,Yanhong Deng,1,0,0,single_arm,1,sintilimab,sintilimab,PD-1,Monoclonal Antibody,MSI;PD-L1,1,1,0,0,0,0,0,0,1,0,0,,1st-line · adenoca.
NCT05462236,MNK Inhibitor AUM001 in Combination With Either Pembrolizumab or Irinotecan to Treat Metastatic Colorectal Cancer,PHASE2,Phase 2,RECRUITING,120,AUM Biosciences Pte Ltd,AUM Biosciences Pte,1,0,1,multi_experimental,3,tinodasertib,irinotecan;pembrolizumab;tinodasertib,PLK1,Small Molecule,BRAF;HER2;MSI;MSI-H;NTRK;PD-L1,0,1,0,1,1,1,1,0,0,1,1,"MSI-H/dMMR, MSS/pMMR, HER2+, BRAFm",metastatic · 2nd-line+ · measurable (RECIST)
NCT05462717,Dose Escalation and Dose Expansion Study of RMC-6291 Monotherapy in Subjects With Advanced KRASG12C Mutant Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,222,"Revolution Medicines, Inc.",Revolution Medicines,19,1,0,single_arm,1,rmc-6291,rmc-6291,KRAS,Small Molecule,KRAS,0,1,0,0,0,0,0,1,0,0,1,KRAS G12C,metastatic
NCT05464030,Anti-CEACAM5 ADC M9140 in Advanced Solid Tumors (PROCEADE-CRC-01),PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,220,"EMD Serono Research & Development Institute, Inc.",Merck KGaA,166,1,1,multi_experimental,5,m9140,5-fluorouracil (5-fu);bevacizumab;capecitabine;leucovorin;m9140,CEA,ADC,CEACAM5;MSI;MSI-H,1,1,0,1,0,0,0,0,0,1,1,MSI-H/dMMR,metastatic · 2nd-line+ · squamous
NCT05482516,Evaluating Novel Therapies in ctDNA Positive GI Cancers,PHASE3,Phase 3,RECRUITING,20,Georgetown University,Georgetown University,55,0,1,single_arm,1,atezolizumab;bevacizumab,atezolizumab;bevacizumab,PD-L1,Monoclonal Antibody,CMMRD;MET;MSI-H;PD-L1;TMB,1,1,0,0,0,0,0,0,0,0,0,,metastatic · adenoca.
NCT05485974,A Dose Escalation Study of HBI-2438 in Patients With Solid Tumors Harboring KRAS G12C Mutation,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,44,"HUYABIO International, LLC.",HUYABIO International,9,1,0,single_arm,1,hbi-2438,hbi-2438,KRAS,Small Molecule,KRAS,0,1,0,0,0,0,0,1,0,0,1,KRAS G12C,metastatic · squamous · measurable (RECIST)
NCT05489211,Study of Dato-DXd as Monotherapy and in Combination With Anti-cancer Agents in Patients With Advanced Solid Tumours (TROPION-PanTumor03),PHASE2,Phase 2,RECRUITING,454,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,14,datopotamab deruxtecan (dato-dxd),bevacizumab;capecitabine;carboplatin;cisplatin;datopotamab deruxtecan (dato-dxd);fluorouracil;prednisone/ prednisolone;rilvegostomig;volrustomig,VEGF/VEGFR,Monoclonal Antibody,TROP2;genomic,1,1,0,0,0,0,0,0,0,0,0,,metastatic · squamous
NCT05492682,START: Safety and Anti-Tumor Activity of PeptiCRAd-1 in Treatment of Cancer,PHASE1,Phase 1,RECRUITING,15,Valo Therapeutics Oy,Valo Therapeutics,1,1,0,multi_experimental,2,cyclophosphamide;pembrolizumab;pepticrad-1,cyclophosphamide;pembrolizumab;pepticrad-1,NY-ESO-1,Oncolytic Virus,MAGE-A3;NY-ESO-1,1,1,0,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT05544929,A Study of Safety and Efficacy of KFA115 Alone and in Combo With Pembrolizumab in Patients With Select Advanced Cancers,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,126,Novartis Pharmaceuticals,Novartis,836,1,1,multi_experimental,3,kfa115,kfa115;pembrolizumab,PD-1,,BRAF;MSI;MSI-H;PD-L1,0,1,0,1,0,0,1,0,0,1,1,"MSI-H/dMMR, BRAFm",metastatic · 2nd-line+ · squamous
NCT05557045,"A Study of JZP815 Oral Capsules in Adult Participants With Advanced or Metastatic Solid Tumors Harboring Mitogen Activated Protein Kinase (MAPK) Pathway Alterations to Investigate the Safety, Dosing, and Antitumor Activity of JZP815",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,98,Jazz Pharmaceuticals,Jazz Pharmaceuticals,59,1,0,multi_experimental,2,jzp815,jzp815,BRAF,Small Molecule,MAPK pathway,0,1,0,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST) · ECOG 0
NCT05565417,Study of the Monoclonal Antibody IMT-009 in Patients With Advanced Solid Tumors or Lymphomas,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,67,Immunitas Therapeutics,Immunitas Therapeutics,1,1,0,multi_experimental,3,imt-009,fruquintinib;imt-009,CD161,Monoclonal Antibody,ALK;BRAF;CD161;CLEC2D;CXCL13;HER2;KRAS;MET;MSI;MSI-H;PD-L1;RET;biomarker;dMMR,1,1,1,1,1,1,1,0,1,1,1,"RAS/RAF wt, MSI-H/dMMR, MSS/pMMR, HER2+, BRAFm",metastatic · 1st-line · squamous · measurable (RECIST)
NCT05571293,Combination Immunotherapy in Colorectal Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,26,Weill Medical College of Cornell University,Weill Medical College of Cornell University,90,0,0,multi_experimental,3,balstilimab;botensilimab,balstilimab;botensilimab,PD-1,Monoclonal Antibody,MMR;MSI;MSI-H;PD-L1;dMMR,1,1,0,1,0,0,0,0,0,0,1,MSI-H/dMMR,metastatic · adenoca.
NCT05576480,SCRT Sequential Penpulimab in Combination With CAPEOX in the Neoadjuvant Treatment of MSS Locally Advanced Rectal Cancer,PHASE2,Phase 2,RECRUITING,55,Ruijin Hospital,Ruijin Hospital,16,0,0,single_arm,1,CAPOX;penpulimab;short-course radiotherapy;tme surgery,CAPOX;penpulimab;short-course radiotherapy;tme surgery,PD-1,Monoclonal Antibody,MSI;PD-L1,1,1,0,1,1,0,0,0,0,0,1,"MSI-H/dMMR, MSS/pMMR",metastatic · adenoca. · ECOG 0-1
NCT05581004,"A Study to Evaluate the Safety, Pharmacokinetics, and Activity of Enzelkitug as a Single Agent and in Combination With Checkpoint Inhibitor in Participants With Locally Advanced or Metastatic Solid Tumors",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,165,"Genentech, Inc.",Roche/Genentech,922,1,1,multi_experimental,4,enzelkitug,atezolizumab;enzelkitug;pembrolizumab,PD-L1,Monoclonal Antibody,CMMRD;MSI-H;TMB,1,1,0,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT05592626,"A Study of a Selective T Cell Receptor (TCR) Targeting, Bifunctional Antibody-fusion Molecule STAR0602 in Participants With Advanced Solid Tumors",PHASE1;PHASE2,Phase 2,RECRUITING,366,"Marengo Therapeutics, Inc.",Marengo Therapeutics,2,1,0,multi_experimental,2,star0602,docetaxel (taxotere);irinotecan (camptosar);star0602,TCR,Bispecific Antibody,MMR;MSI;MSI-H;PD-L1;TMB;dMMR,1,1,1,1,1,0,0,0,0,0,1,"RAS/RAF wt, MSI-H/dMMR, MSS/pMMR",metastatic
NCT05608044,A Study of Botensilimab and Balstilimab for the Treatment of Colorectal Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,234,Agenus Inc.,Agenus,27,1,0,active_comparator,5,standard of care,balstilimab;botensilimab,PD-1,Monoclonal Antibody,BRAF;MMR;MSI;MSI-H;PD-L1;dMMR,1,1,0,1,0,0,0,0,0,1,1,MSI-H/dMMR,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT05609370,A Study Investigating the Efficacy and Safety of Alcestobart (LBL-007) Plus Tislelizumab in Combination With Bevacizumab Plus Fluoropyrimidine Versus Bevacizumab Plus Fluoropyrimidine in Participants With Unresectable or Metastatic Colorectal Cancer,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,113,BeiGene,BeiGene/BeOne,149,1,1,active_comparator,8,bevacizumab or bevacizumab biosimilar;fluoropyrimidine (fp),alcestobart;bevacizumab or bevacizumab biosimilar;fluoropyrimidine (fp);tislelizumab,PD-1,Monoclonal Antibody,BRAF;MSI;MSI-H;PD-L1;dMMR,1,1,0,1,0,0,0,0,1,0,1,MSI-H/dMMR,metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT05620134,Study of JK08 in Patients with Unresectable Locally Advanced or Metastatic Cancer,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,263,Salubris Biotherapeutics Inc,Salubris Biotherapeutics,2,1,0,multi_experimental,4,jk08,jk08;lenvatinib pill;pembrolizumab,CTLA-4,Monoclonal Antibody,ER;HER2;PR;genomic,1,1,0,0,0,1,0,0,0,1,1,HER2+,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT05647122,First in Human Study of AZD9592 in Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,167,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,3,azd9592,5-fluorouracil (5-fu);azd9592;bevacizumab;leucovorin;osimertinib,EGFR/cMET,ADC,MET,1,1,0,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT05651022,Study of DECOY20 With or Without Tislelizumab in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,120,"Indaptus Therapeutics, Inc",Indaptus Therapeutics,1,1,0,multi_experimental,3,decoy20,decoy20;tislelizumab,PD-1,Cell Therapy,ALK;BRAF;KRAS;MET;MSI;MSI-H;RET;dMMR,1,1,0,1,0,0,0,0,0,0,1,MSI-H/dMMR,metastatic · adenoca. · measurable (RECIST)
NCT05652894,A Study of HX008 Compared to Chemotherapy in the First-Line Treatment of Subjects With MSI-H/dMMR Metastatic Colorectal Cancer,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,190,Taizhou Hanzhong biomedical co. LTD,Taizhou Hanzhong biomedical,11,1,0,active_comparator,2,investigator's choice,hx008(pucotenlimab),PD-1,Monoclonal Antibody,MMR;MSI;MSI-H;PD-L1;dMMR,1,1,0,1,0,0,0,0,0,0,1,MSI-H/dMMR,metastatic · adenoca. · measurable (RECIST) · ECOG 0
NCT05669430,A Study of GV20-0251 Monotherapy and GV20-0251 in Combination With Pembrolizumab in Participants With Solid Tumor Malignancies,PHASE1;PHASE2,Phase 2,RECRUITING,365,GV20 Therapeutics,GV20 Therapeutics,3,1,1,multi_experimental,4,,gv20-0251;gv20-0251 and pembrolizumab [keytruda],IGSF8,Oncolytic Virus,IGSF8 RNA;IGSF8 membrane protein,1,1,0,0,1,0,0,0,0,1,1,MSS/pMMR,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT05674526,A Phase 1b Study of WU-NK-101 in Combination With Cetuximab,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,30,Allotera Therapeutics,Allotera Therapeutics,4,1,0,multi_experimental,2,,cetuximab - cohort expansion;cetuximab - dose escalation;wu-nk-101 - cohort expansion;wu-nk-101 - dose escalation,EGFR,Monoclonal Antibody,BRAF;KRAS,1,1,1,0,0,0,1,0,1,0,1,"RAS/RAF wt, BRAFm",metastatic · 1st-line
NCT05686226,E7 TCR-T Cell Immunotherapy for Human Papillomavirus (HPV) Associated Cancers,PHASE2,Phase 2,RECRUITING,20,Christian Hinrichs,Christian Hinrichs,3,0,0,single_arm,1,aldesleukin;e7 tcr-t cells,aldesleukin;e7 tcr-t cells,E7,CAR-T,HPV-16;genomic,1,1,0,0,0,0,0,0,1,1,0,,metastatic · 1st-line · measurable (RECIST)
NCT05688280,"Intratumoral Injection of IP-001 Following Thermal Ablation in Patients With CRC, NSCLC, and STS",PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,42,"Immunophotonics, Inc.",Immunophotonics,2,1,0,multi_experimental,3,1.0% ip-001 for injection,1.0% ip-001 for injection,,Oncolytic Virus,,1,1,0,0,0,0,0,0,1,0,0,,metastatic · 1st-line · measurable (RECIST)
NCT05699746,CAPEOX vs Observation in Colorectal Cancer Patients With Positive MRD,PHASE3,Phase 3,NOT_YET_RECRUITING,38,Zhejiang University,Zhejiang University,58,0,0,multi_experimental,2,capecitabine tablets;oxaliplatin,capecitabine tablets;oxaliplatin,TS,Small Molecule,MMR,0,1,0,0,1,0,0,0,0,0,1,MSS/pMMR,neoadjuvant · adenoca.
NCT05704985,Evaluating Safety and Biomarkers Using DK210 (EGFR) for Locally Advanced or Metastatic EGFR+ Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,39,DEKA Biosciences,DEKA Biosciences,1,1,0,multi_experimental,4,dk210 (egfr),dk210 (egfr);immune checkpoint blockers;radiation therapy,EGFR,Small Molecule,EGFR;biomarker,0,1,0,0,0,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT05706129,"A Study to Assess Safety, Tolerability and Imaging Characteristics of [68Ga]Ga-DPI-4452 and to Assess Safety, Tolerability, and Efficacy of [177Lu]Lu-DPI-4452 in Participants With Unresectable Locally Advanced or Metastatic Solid Tumors",PHASE1;PHASE2,Phase 2,RECRUITING,270,Lumara Bio Oncologics GmbH,Lumara Bio Oncologics,1,1,0,multi_experimental,5,[68ga]ga-dpi-4452,[177lu]lu-dpi-4452;[68ga]ga-dpi-4452,CA IX,Radiopharmaceutical,CA IX,0,1,0,0,0,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT05706779,Encorafenib Plus Cetuximab in a Neoadjuvant Setting in Patients With BRAF Mutation Localised Colon or Upper Rectum Cancer,PHASE2,Phase 2,RECRUITING,30,Federation Francophone de Cancerologie Digestive,Federation Francophone de Cancerologie Digestive,8,0,1,single_arm,1,encorafenib oral capsule + cetuximab,encorafenib oral capsule + cetuximab,BRAF,Small Molecule,BRAF,0,1,0,0,0,0,1,0,0,0,1,BRAFm,metastatic · adenoca.
NCT05709249,Xian-Lian-Jie-Du Optimization Decoction As an Adjuvant Treatment for Prevention of Recurrence of Colon Cancer,PHASE3,Phase 3,RECRUITING,730,"Jiangsu Famous Medical Technology Co., Ltd.",Jiangsu Famous Medical Technology,5,1,0,active_comparator,2,xljdod compound granule,,,,,0,0,0,0,0,0,0,0,0,0,0,,adjuvant
NCT05723562,A Study of Dostarlimab in Untreated dMMR/MSI-H Locally Advanced Rectal Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,154,GlaxoSmithKline,GSK,468,1,1,single_arm,1,dostarlimab,dostarlimab,PD-1,Monoclonal Antibody,MSI;MSI-H;dMMR,1,1,0,1,0,0,0,0,0,0,1,MSI-H/dMMR,metastatic
NCT05726864,A Study of ELI-002 7P in Subjects With KRAS/NRAS Mutated Solid Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,158,Elicio Therapeutics,Elicio Therapeutics,2,1,0,multi_experimental,4,eli-002 7p,eli-002 7p,KRAS,Peptide,KRAS;biomarker,0,1,0,0,0,0,0,0,0,0,0,,metastatic
NCT05731271,"A First-in-Human, Phase 1 Study of TST003 in Subjects With Solid Tumors",PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,111,"Transcenta Therapeutics (Hangzhou) Co., Ltd.",Transcenta Therapeutics (Hangzhou),8,1,0,multi_experimental,2,tst003,tst003,GREM1,Monoclonal Antibody,GREM1,1,1,0,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT05736731,"A Study to Evaluate the Safety and Efficacy of A2B530, a Logic-gated CAR T, in Participants With Solid Tumors That Express CEA and Have Lost HLA-A*02 Expression",PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,160,A2 Biotherapeutics Inc.,A2 Biotherapeutics,3,1,0,single_arm,1,a2b530;diagnostic test: xt-onco with hla-loh assay,a2b530;diagnostic test: xt-onco with hla-loh assay,CEA,CAR-T,HLA-A*02,1,1,0,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT05740956,A Study of Hansoh (HS)-10502 in Patients With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,318,"Jiangsu Hansoh Pharmaceutical Co., Ltd.",Hansoh,82,1,0,single_arm,1,hs-10502,hs-10502,,,HER2,0,1,0,0,0,1,0,0,0,0,1,HER2−,metastatic · measurable (RECIST)
NCT05759728,"A Study of CNA3103 (LGR5-targeted, Autologous CAR-T Cells) Administered to Subjects With Metastatic Colorectal Cancer",PHASE1;PHASE2,Phase 2,RECRUITING,45,Carina Biotech Limited,Carina Biotech,1,1,0,single_arm,1,cna3103: 1.5 x 10^8 cells;cna3103: 1.5 x 10^9 cells;cna3103: 2.5 x 10^7 cells;cna3103: 4.5 x 10^8 cells;cna3103: 5 x 10^7 cells;cna3103: 6.75 × 10^8 cells,cna3103: 1.5 x 10^8 cells;cna3103: 1.5 x 10^9 cells;cna3103: 2.5 x 10^7 cells;cna3103: 4.5 x 10^8 cells;cna3103: 5 x 10^7 cells;cna3103: 6.75 × 10^8 cells,LGR5,CAR-T,BRAF;KRAS;LGR5,1,1,0,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT05759923,"First-in-human Phase I Study to Evaluate Safety, Tolerability and Antineoplastic Activity of OATD-02 in Patients With Selected Advanced and/or Metastatic Solid Tumours",PHASE1,Phase 1,RECRUITING,40,Molecure S.A.,Molecure,1,1,0,single_arm,1,oatd-02,oatd-02,ARG1,Small Molecule,,0,1,0,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+
NCT05768178,DETERMINE Trial Treatment Arm 05: Vemurafenib in Combination With Cobimetinib in Adult Patients With BRAF Positive Cancers.,PHASE2;PHASE3,Phase 3,RECRUITING,30,Cancer Research UK,Cancer Research UK,16,0,1,single_arm,1,cobimetinib;vemurafenib,cobimetinib;vemurafenib,BRAF,Small Molecule,BRAF;MET,0,1,0,0,0,0,1,0,0,0,1,BRAFm,metastatic
NCT05770102,"DETERMINE Trial Treatment Arm 02: Atezolizumab in Adult, Paediatric and Teenage/Young Adult Patients With Cancers With High Tumour Mutational Burden (TMB) or Microsatellite Instability-high (MSI-high) or Proven Constitutional Mismatch Repair Deficiency (CMMRD) Disposition",PHASE2;PHASE3,Phase 3,RECRUITING,30,Cancer Research UK,Cancer Research UK,16,0,1,single_arm,1,atezolizumab,atezolizumab,PD-L1,Monoclonal Antibody,CMMRD;MMR;MSI;MSI-H;TMB,1,1,0,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · small-cell
NCT05783622,Study of JANX008 in Subjects With Advanced or Metastatic Solid Tumor Malignancies,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,130,Janux Therapeutics,Janux Therapeutics,4,1,0,multi_experimental,3,janx008,janx008,EGFR,,,0,1,0,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT05784688,Study of TU2218 in Combination With KEYTRUDA®(Pembrolizumab) in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,140,"TiumBio Co., Ltd.",TiumBio,2,1,1,multi_experimental,4,tu2218 + keytruda (pembrolizumab),tu2218 + keytruda (pembrolizumab),TGFBR1,Small Molecule,MET;MMR;PD-L1;biomarker,0,1,0,0,1,0,0,0,1,1,1,MSS/pMMR,metastatic · 1st-line · adenoca. · measurable (RECIST) · ECOG 0
NCT05786716,"DETERMINE Trial Treatment Arm 04: Trastuzumab in Combination With Pertuzumab in Adult, Paediatric and Teenage/Young Adult Patients With Cancers With HER2 Amplification or Activating Mutations",PHASE2;PHASE3,Phase 3,RECRUITING,30,Cancer Research UK,Cancer Research UK,16,0,1,single_arm,1,pertuzumab;trastuzumab,pertuzumab;trastuzumab,HER2,ADC,HER2;MET,1,1,0,0,0,1,0,0,0,0,1,HER2+,metastatic
NCT05787587,A Study of PARG Inhibitor IDE161 in Participants With Advanced Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,216,IDEAYA Biosciences,IDEAYA Biosciences,11,1,1,multi_experimental,4,ide-161,ide-161;pembrolizumab,PARG,Small Molecule,MSI,0,1,0,0,0,0,0,0,0,0,0,,metastatic
NCT05789069,A Study of HFB200603 as a Single Agent and in Combination With Tislelizumab in Adult Patients With Advanced Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,83,HiFiBiO Therapeutics,HiFiBiO Therapeutics,3,1,0,multi_experimental,4,hfb200603,hfb200603;tislelizumab,BTLA,Monoclonal Antibody,BRAF,1,1,0,0,0,0,1,0,0,0,1,BRAFm,metastatic · small-cell · measurable (RECIST)
NCT05824975,"A Study to Evaluate the Safety and Therapeutic Activity of GI-102 As a Single Agent and in Combination with Conventional Anti-cancer Drugs, Pembrolizumab or Trastuzumab Deruxtecan(T-DXd) in Patients with Advanced Solid Tumors (KEYNOTE-G08)",PHASE1;PHASE2,Phase 2,RECRUITING,358,"GI Innovation, Inc.",GI Innovation,4,1,1,multi_experimental,7,,bevacizumab;doxorubicin;eribulin;gi-102;gi-102 subcutaneous (sc);paclitaxel;pembrolizumab;trastuzumab deruxtecan (t-dxd),CD80,Bispecific Antibody,,1,1,0,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT05838768,Study of HRO761 Alone or in Combination in Cancer Patients With Specific DNA Alterations Called Microsatellite Instability or Mismatch Repair Deficiency.,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,123,Novartis Pharmaceuticals,Novartis,836,1,1,multi_experimental,3,hro761,hro761;irinotecan;pembrolizumab,WRN,Small Molecule,MMR;MSI;MSI-H;dMMR,0,1,0,1,0,0,0,0,0,0,1,MSI-H/dMMR,metastatic · measurable (RECIST)
NCT05846867,A Phase Ib/II Clinical Study on AK112 Combined or Not Combined With AK119 in pMMR/MSS Colorectal Cancer,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,170,Akeso,Akeso,103,1,0,multi_experimental,5,ak112,ak112;ak119;fluorouracil;irinotecan;leucovorin;oxaliplatin,EGFR,Small Molecule,EGFR;PD-L1,0,1,0,0,1,0,0,0,1,1,1,MSS/pMMR,metastatic · 1st-line · squamous · measurable (RECIST)
