nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,IDH,MGMT,EGFR,1p19q,first_line,later_line,biomarker_selected,biomarker_detail,elig_summary
NCT04299191,Study of LAM561 Acid in Pediatric Patients With Malignant Glioma and Other Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,28,Laminar Pharmaceuticals,Laminar Pharmaceuticals,4,1,0,single_arm,1,lam561,lam561,sphingomyelin synthase,Cell Therapy,,1,1,0,0,0,0,0,1,0,,recurrent · 2nd-line+
NCT04301843,Eflornithine (DFMO) and Etoposide for Relapsed/Refractory Neuroblastoma,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,131,Giselle Sholler,Giselle Sholler,11,0,0,single_arm,1,eflornithine,eflornithine,ODC,Small Molecule,,0,1,0,0,1,0,0,1,1,EGFR+,metastatic · 2nd-line+
NCT04337177,"Flavored, Oral Irinotecan VAL-413 (Orotecan®) Given With Temozolomide for Treatment of Recurrent Pediatric Solid Tumors",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,20,"Valent Technologies, LLC",Valent Technologies,1,1,0,multi_experimental,3,temozolomide;val-413,temozolomide;val-413,TOP1,Small Molecule,MET,0,1,0,0,0,0,0,0,0,,metastatic
NCT04365374,Post-Surgical Stereotactic Radiotherapy (SRT) Versus GammaTile-ROADS (Radiation One and Done Study),PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,230,"GT Medical Technologies, Inc.",GT Medical Technologies,4,1,0,active_comparator,2,stereotactic radiation therapy,device: gamma tile-surgically targeted radiation therapy (start),,Cell Therapy,,1,1,0,0,0,0,0,0,0,,metastatic · small-cell
NCT04373785,NG101m Adjuvant Therapy in Glioblastoma Patients,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,52,NeuGATE Theranostics,NeuGATE Theranostics,1,1,0,single_arm,1,intensity-modulated radiation therapy;ng101m;temozolomide,intensity-modulated radiation therapy;ng101m;temozolomide,,,,0,1,0,0,0,0,0,0,0,,
NCT04443010,Safety and Efficacy of L19TNF Plus Temozolomide Chemoradiotherapy in Patients With Newly Diagnosed Glioblastoma,PHASE1;PHASE2,Phase 2,RECRUITING,226,Philogen S.p.A.,Philogen S.p.A.,45,1,0,active_comparator,4,temozolomide,onfekafusp alfa;temozolomide,TNF,Bispecific Antibody,L19,1,1,0,0,0,0,0,0,0,,
NCT04458272,A Study of DS-1001b in Patients With Chemotherapy- and Radiotherapy-Naive IDH1 Mutated WHO Grade II Glioma,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,25,"Daiichi Sankyo Co., Ltd.",Daiichi Sankyo,178,1,1,single_arm,1,ds-1001b,ds-1001b,IDH1,Small Molecule,IDH1,0,1,1,0,0,0,0,0,1,IDHm,
NCT04478279,A Phase 1-2 Study of ST101 in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,125,Sapience Therapeutics,Sapience Therapeutics,3,1,0,multi_experimental,7,st101,radiation;st101;temozolomide,CEBPB,Peptide,BRAF,0,1,0,0,0,0,1,1,0,,metastatic · 1st-line · measurable (RECIST)
NCT04485559,Trametinib and Everolimus for Treatment of Pediatric and Young Adult Patients With Recurrent Gliomas (PNOC021),PHASE1,Phase 1,RECRUITING,50,"University of California, San Francisco","University of California, San Francisco",90,0,1,single_arm,1,everolimus;trametinib,everolimus;trametinib,MEK,Small Molecule,BRAF;genomic,0,1,0,0,0,0,0,0,0,,recurrent
NCT04485949,A Phase 2b Clinical Study With a Combination Immunotherapy in Newly Diagnosed Patients With Glioblastoma,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,99,Imvax,Imvax,1,1,0,placebo_comparator,2,soc: temozolomide;standard of care (soc): radiation therapy,igv-001 cell immunotherapy;soc: temozolomide;standard of care (soc): radiation therapy,IGF-1R,Cell Therapy,,1,1,0,0,0,0,0,0,0,,squamous · measurable (RECIST)
NCT04521686,Study of LY3410738 Administered to Patients With Advanced Solid Tumors With IDH1 or IDH2 Mutations,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,200,Eli Lilly and Company,Eli Lilly,535,1,1,multi_experimental,2,ly3410738,cisplatin;durvalumab;gemcitabine;ly3410738,IDH1/2,Small Molecule,IDH1;IDH2;MET,0,1,1,0,0,0,1,0,1,IDHm,metastatic · 1st-line · measurable (RECIST) · ECOG 0-1
NCT04528680,Ultrasound-based Blood-brain Barrier Opening and Albumin-bound Paclitaxel and Carboplatin for Recurrent Glioblastoma,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,57,Northwestern University,Northwestern University,72,0,1,single_arm,1,albumin-bound paclitaxel;carboplatin;device: sonication for opening of blood-brain barrier,albumin-bound paclitaxel;carboplatin;device: sonication for opening of blood-brain barrier,Tubulin,Small Molecule,,0,1,1,0,0,0,0,0,1,IDHm,
NCT04540107,Serial MR Imaging and MR Spectroscopic Imaging for the Characterization of Lower Grade Glioma,PHASE1,Phase 1,RECRUITING,300,Susan Chang,Susan Chang,2,0,0,multi_experimental,2,magnetic resonance imaging;magnetic resonance spectroscopic imaging,hyperpolarized carbon c 13 pyruvate;magnetic resonance imaging;magnetic resonance spectroscopic imaging,,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0,,recurrent
NCT04541082,Phase I Study of Oral ONC206 in Recurrent and Rare Primary Central Nervous System Neoplasms,PHASE1,Phase 1,RECRUITING,102,Jazz Pharmaceuticals,Jazz Pharmaceuticals,59,1,0,single_arm,1,onc206,onc206,DR5,Small Molecule,DR5;biomarker,0,1,0,0,0,0,0,1,0,,recurrent · 2nd-line+ · measurable (RECIST)
NCT04587830,ADI-PEG 20 Plus Radiotherapy and Temozolomide in Subjects With Glioblastoma Multiforme,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,100,Polaris Group,Polaris Group,18,1,0,placebo_comparator,2,temozolomide,adi-peg 20;temozolomide,ARG1,Small Molecule,ARGINASE-1,0,1,1,0,0,0,0,0,1,IDHm,metastatic
NCT04606316,Surgical Nivolumab And Ipilimumab For Recurrent GBM,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,63,"Patrick Wen, MD","Patrick Wen, MD",1,0,1,multi_experimental,3,nivolumab;surgery,ipilimumab;ipilimumab-placebo;nivolumab;nivolumab-placebo;surgery,PD-1,Monoclonal Antibody,CD30;PD-L1,1,1,1,0,0,0,1,0,1,IDHm,1st-line · squamous
NCT04647916,Testing Sacituzumab Govitecan Therapy in Patients With HER2-Negative Breast Cancer and Brain Metastases,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,44,SWOG Cancer Research Network,SWOG Cancer Research Network,15,0,1,single_arm,1,sacituzumab govitecan,sacituzumab govitecan,TROP2,ADC,HER2;TROP2,1,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT04656535,AB154 Combined With AB122 for Recurrent Glioblastoma,EARLY_PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,46,Yale University,Yale University,65,0,0,multi_experimental,5,,domvanalimab;zimberelimab,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,0,0,1,IDHm,recurrent · squamous
NCT04674683,Study Comparing Investigational Drug HBI-8000 + Nivolumab vs. Placebo + Nivolumab in Patients With Advanced Melanoma,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,450,"HUYABIO International, LLC.",HUYABIO International,9,1,1,placebo_comparator,2,placebo in combination with nivolumab,hbi-8000 in combination with nivolumab,PD-1,Monoclonal Antibody,BRAF;PD-L1;biomarker,1,1,0,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT04678648,A Trial of RSC-1255 for Treatment of Patients With Advanced Malignancies,PHASE1,Phase 1,RECRUITING,134,"RasCal Therapeutics, Inc.",RasCal Therapeutics,1,1,0,single_arm,1,rsc-1255 dose escalation;rsc-1255 dose expansion,rsc-1255 dose escalation;rsc-1255 dose expansion,,,,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+
NCT04689048,Assess Use of 18F-Fluciclovine for Patients With Large Brain Metastases Treated With Staged Stereotactic Radiosurgery,PHASE1,Phase 1,RECRUITING,20,Baptist Health South Florida,Baptist Health South Florida,19,0,0,single_arm,1,18f fluciclovine,,,Radiopharmaceutical,biomarker,0,0,0,0,0,0,0,0,0,,metastatic
NCT04690348,Intracavitary Carrier-embedded Cs131 Brachytherapy for Recurrent Brain Metastases: a Randomized Phase II Study,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,103,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,0,active_comparator,2,craniotomy,cesium-131 brachytherapy;craniotomy,,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0,,metastatic
NCT04711824,Study of Stereotactic Radiosurgery With Olaparib Followed by Durvalumab and Physician's Choice Systemic Therapy in Subjects With Breast Cancer Brain Metastases,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,41,Colette Shen,Colette Shen,1,0,1,single_arm,1,durvalumab;olaparib;physicians choice systemic;stereotactic radiosurgery,durvalumab;olaparib;physicians choice systemic;stereotactic radiosurgery,PARP,Small Molecule,BRCA1;BRCA2;ER;HER2;PD-L1;PR,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+
NCT04724369,Open-Label Study of 18F-mFBG for Imaging Neuroblastoma,PHASE3,Phase 3,COMPLETED,43,Innervate Radiopharmaceuticals LLC (Formerly: Illumina Radiopharmaceuticals LLC),Innervate Radiopharmaceuticals LLC (Formerly: Illumina Radiopharmaceuticals LLC),2,1,0,single_arm,1,18f-mfbg,18f-mfbg,SLC6A2,Radiopharmaceutical,Norepinephrine Transporter,0,1,0,0,0,0,0,0,0,,
NCT04732065,"ONC206 for Treatment of Newly Diagnosed, Recurrent Diffuse Midline Gliomas, and Other Recurrent Malignant CNS Tumors",PHASE1,Phase 1,RECRUITING,208,"Sabine Mueller, MD, PhD","Sabine Mueller, MD, PhD",6,0,0,multi_experimental,4,onc206;optional proton (1h) mr spectroscopy (mrs),onc206;optional proton (1h) mr spectroscopy (mrs);standard of care radiation therapy,DR5,Small Molecule,DR5,0,1,0,0,0,0,0,0,0,,recurrent
NCT04743661,"131I-Omburtamab, in Recurrent Medulloblastoma and Ependymoma",PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,62,Pediatric Brain Tumor Consortium,Pediatric Brain Tumor Consortium,4,0,0,multi_experimental,2,anti-emetics;antihistamine;antipyretic;liothyronine;omburtamab i-131;sski,anti-emetics;antihistamine;antipyretic;bevacizumab;irinotecan;liothyronine;omburtamab i-131;sski;temozolomide,VEGF/VEGFR,Monoclonal Antibody,,1,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+
NCT04752813,A Study of BPM31510 With Vitamin K1 in Subjects With Newly Diagnosed Glioblastoma (GB),PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,50,BPGbio,BPGbio,8,1,0,single_arm,1,bpm31510;radiation;temozolomide (tmz);vitamin k1,bpm31510;radiation;temozolomide (tmz);vitamin k1,CoQ10,Small Molecule,,0,1,0,0,0,0,0,0,0,,
NCT04758533,Clinical Trial to Assess the Safety and Efficacy of AloCELYVIR With Newly Diagnosed Diffuse Intrinsic Pontine Glioma (DIPG) in Combination With Radiotherapy or Medulloblastoma in Monotherapy,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,13,"Hospital Infantil Universitario Niño Jesús, Madrid, Spain","Hospital Infantil Universitario Niño Jesús, Madrid, Spain",1,0,0,single_arm,1,alocelyvir,alocelyvir,,,,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+
NCT04762069,A Study of Berubicin in Adult Subjects With Recurrent Glioblastoma Multiforme,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,252,"CNS Pharmaceuticals, Inc.",CNS Pharmaceuticals,1,1,0,active_comparator,2,lomustine,berubicin,TOP2,Small Molecule,IDH;MGMT,0,1,1,1,0,0,1,0,1,"IDHm, MGMT",metastatic · 1st-line · squamous · measurable (RECIST)
NCT04775485,A Study to Evaluate Tovorafenib in Pediatric and Young Adult Participants With Relapsed or Progressive Low-Grade Glioma and Advance Solid Tumors,PHASE2,Phase 2,RECRUITING,141,"Day One Biopharmaceuticals, Inc.",Day One Biopharmaceuticals,7,1,0,multi_experimental,3,tovorafenib,tovorafenib,BRAF,Small Molecule,BRAF;RAF;genomic,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT04794972,"A Study of GNC-039, a Tetra-specific Antibody, in Participants With Relapsed/Refractory or Metastatic Solid Tumors",PHASE1,Phase 1,RECRUITING,60,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,single_arm,1,gnc-039,gnc-039,EGFRvIII,Bispecific Antibody,EGFR,1,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT04808245,A MultIceNTER Phase I Peptide VaCcine Trial for the Treatment of H3-Mutated Gliomas,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,15,German Cancer Research Center,German Cancer Research Center,1,0,1,single_arm,1,h3k27m peptide vaccine;imiquimod (5%);tecentriq,h3k27m peptide vaccine;imiquimod (5%);tecentriq,H3K27M,Vaccine,H3,1,1,0,0,0,0,0,0,0,,squamous
NCT04901702,Study of Onivyde With Talazoparib or Temozolomide in Children With Recurrent Solid Tumors and Ewing Sarcoma,PHASE1;PHASE2,Phase 2,RECRUITING,90,St. Jude Children's Research Hospital,St. Jude Children's Research Hospital,44,0,1,active_comparator,2,onivyde;talazoparib;temozolomide,,PARP,Small Molecule,ATM;BRCA1;BRCA2;BRIP1;CDK12;CHEK2;PALB2;RA,0,1,0,0,0,0,1,1,0,,metastatic · 1st-line · measurable (RECIST)
NCT04903899,177Lutetium-DOTATATE in Children With Primary Refractory or Relapsed High-risk Neuroblastoma,PHASE2,Phase 2,RECRUITING,24,Jakob Stenman,Jakob Stenman,1,0,1,single_arm,1,177lu-dotatate,177lu-dotatate,SSTR2,Radiopharmaceutical,SSTR2,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+
NCT04910022,Ph I/II Study of NMS-03305293+TMZ in Adult Patients With Recurrent Glioblastoma,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,150,Nerviano Medical Sciences,Nerviano Medical Sciences,15,1,0,single_arm,1,nms-03305293;temozolomide,nms-03305293;temozolomide,IDH1/2,,,0,1,1,1,1,0,0,0,1,"IDHm, MGMT, EGFR+",recurrent · measurable (RECIST)
NCT04923126,"SJ901: Evaluation of Mirdametinib in Children, Adolescents, and Young Adults With Low-Grade Glioma",PHASE1;PHASE2,Phase 2,RECRUITING,132,St. Jude Children's Research Hospital,St. Jude Children's Research Hospital,44,0,1,multi_experimental,5,mirdametinib,mirdametinib,MEK,Small Molecule,ALK;BRAF;NTRK;PR;ROS1,0,1,1,0,0,0,1,1,1,IDHm,metastatic · 1st-line
NCT04923542,SRS & Abemaciclib w/wo Imlunestrant in the Management of HR+/HER2- Breast CA Brain Metastases,PHASE1;PHASE2,Phase 2,RECRUITING,31,H. Lee Moffitt Cancer Center and Research Institute,H. Lee Moffitt Cancer Center and Research Institute,228,0,1,multi_experimental,2,abemaciclib;endocrine therapy;stereotactic radiosurgery (srs),abemaciclib;endocrine therapy;stereotactic radiosurgery (srs),CDK4/6,Small Molecule,ER;HER2;PR;biomarker,0,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT04933422,CM93 Treatment in Subjects With Epidermal Growth Factor Receptor (EGFR)-Modified Recurrent Glioblastoma (rGBM),PHASE1,Phase 1,NOT_YET_RECRUITING,72,Crimson Biopharm Inc.,Crimson Biopharm,1,1,0,multi_experimental,2,cm93,cm93,EGFR,Small Molecule,EGFR,0,1,1,0,1,0,1,1,1,"IDHm, EGFR+",recurrent · 1st-line · squamous · measurable (RECIST)
NCT04943913,Study of GC101 TIL in Brain Glioma (Soochow2),EARLY_PHASE1,Phase 1,RECRUITING,50,Shanghai Juncell Therapeutics,Shanghai Juncell Therapeutics,19,1,0,single_arm,1,tumor infiltrating lymphocytes (til),tumor infiltrating lymphocytes (til),,Cell Therapy,,1,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · ECOG 0
NCT04977375,Trial of Anti-PD-1 Immunotherapy and Stereotactic Radiation in Patients With Recurrent Glioblastoma,PHASE1;PHASE2,Phase 2,RECRUITING,10,Chirag G. Patil,Chirag G. Patil,1,0,1,single_arm,1,pembrolizumab;stereotactic radiation therapy;surgical resection,pembrolizumab;stereotactic radiation therapy;surgical resection,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,0,,
NCT05009992,Combination Therapy for the Treatment of Diffuse Midline Gliomas,PHASE2,Phase 2,RECRUITING,360,"University of California, San Francisco","University of California, San Francisco",90,0,0,multi_experimental,6,,dnx-2401;onc201;paxalisib;radiation therapy,DR5,Small Molecule,BRAF;H3,0,1,0,0,0,0,0,0,0,,recurrent
NCT05023551,Study of DSP-0390 in Patients With Recurrent High-Grade Glioma,EARLY_PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,39,"Sumitomo Pharma America, Inc.",Sumitomo Pharma America,43,1,0,single_arm,1,dsp-0390,dsp-0390,EBP,Small Molecule,,0,1,0,0,0,0,0,0,0,,metastatic
NCT05048212,A Phase II Study of Nivolumab With Ipilimumab and Cabozantinib in Patients With Untreated Renal Cell Carcinoma Brain Metastases,PHASE2,Phase 2,RECRUITING,20,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,697,0,1,multi_experimental,3,cabozantinib;ipilimumab;nivolumab,cabozantinib;ipilimumab;nivolumab,PD-1,Monoclonal Antibody,CD30;MET,1,1,0,0,0,0,1,0,0,,metastatic · 1st-line · squamous
NCT05050929,RAPid SimPLE Targeted Radiation Treatment for Brain Metastases,PHASE2,Phase 2,RECRUITING,100,British Columbia Cancer Agency,British Columbia Cancer Agency,21,0,0,active_comparator,2,targeting all brain metastases,targeting all brain metastases,,,,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+
NCT05053880,A Study to Evaluate Safety and Efficacy of ACT001 and Anti-PD-1 in Patients With Surgically Accessible Recurrent Glioblastoma Multiforme,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,48,Accendatech USA Inc.,Accendatech USA,1,1,0,multi_experimental,2,,act001;act001 + pembrolizumab,H3K27,Small Molecule,H3K27,0,1,0,0,0,0,0,0,0,,metastatic · ECOG 2
NCT05064280,"Phase II Study of Pembrolizumab in Combination With Lenvatinib in Patients With TNBC, NSCLC, and Other Tumor Types and Brain Metastases",PHASE2,Phase 2,RECRUITING,104,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,697,0,0,multi_experimental,3,lenvatinib;pembrolizumab,,PD-1,Monoclonal Antibody,ALK;BRAF;KRAS;MET;NTRK;PD-L1;RET;ROS1,1,1,0,0,1,0,0,0,1,EGFR+,metastatic · squamous · measurable (RECIST)
NCT05076513,Trial of Niraparib in Participants With Newly-diagnosed Glioblastoma and Recurrent Glioma,EARLY_PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,42,Nader Sanai,Nader Sanai,11,0,1,multi_experimental,2,niraparib,niraparib;radiation therapy,PARP,Small Molecule,BRCA1;BRCA2;HRD,0,1,1,0,1,0,0,0,1,"IDHm, EGFR+",measurable (RECIST)
NCT05083754,Carmustine Wafer in Combination With Retifanlimab and Radiation With/Without Temozolomide in Subjects With Glioblastoma,PHASE1,Phase 1,RECRUITING,50,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,160,0,0,multi_experimental,3,radiation therapy;retifanlimab,radiation therapy;retifanlimab;temozolomide,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,0,,metastatic · squamous
NCT05109728,A Dose Finding Study of [177Lu]Lu-DOTA-TATE in Newly Diagnosed Glioblastoma in Combination With Standard of Care and in Recurrent Glioblastoma as a Single Agent.,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,65,Novartis Pharmaceuticals,Novartis,836,1,1,multi_experimental,2,[177lu]lu-dota-tate;[68ga]ga-dota-tate,[177lu]lu-dota-tate;[68ga]ga-dota-tate;radiotherapy;temozolomide,SSTR2,Radiopharmaceutical,MET;SSTR2,0,1,0,0,0,0,0,0,0,,recurrent · measurable (RECIST)
NCT05118776,Study to Evaluate the Safety and Efficacy of ASC40 Tablets in Combination With Bevacizumab in Subjects With rGBM,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,136,"Ascletis Pharmaceuticals Co., Ltd.",Ascletis Pharmaceuticals,2,1,0,placebo_comparator,2,bevacizumab;placebo tablets,asc40 tablets;bevacizumab,VEGF/VEGFR,,,0,1,0,0,0,0,0,0,0,,
NCT05135975,A Study of Cabozantinib as a Maintenance Agent to Prevent Progression or Recurrence in High-Risk Pediatric Solid Tumors,PHASE2,Phase 2,RECRUITING,86,Nationwide Children's Hospital,Nationwide Children's Hospital,6,0,0,single_arm,1,cabozantinib,cabozantinib,MET,Small Molecule,PD-L1,0,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST) · ECOG 0-1
NCT05182905,AZD1390 in Recurrent and Newly Diagnosed WHO Grade 4 Glioma Patients,EARLY_PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,97,Nader Sanai,Nader Sanai,11,0,1,multi_experimental,3,azd1390,azd1390,ATM,Small Molecule,MGMT;TP53,0,1,0,0,0,0,0,0,0,,measurable (RECIST) · ECOG 1
NCT05188508,"Pembrolizumab, Olaparib, and Temozolomide for People With Glioma",PHASE2,Phase 2,RECRUITING,57,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,1,multi_experimental,2,olaparib and temozolomide;pembrolizumab,olaparib and temozolomide;pembrolizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,1,0,1,0,1,"IDHm, EGFR+",metastatic · 1st-line · squamous · measurable (RECIST) · ECOG 0
NCT05222802,A Study to Evaluate ERAS-801 in Patients With Recurrent Glioblastoma (THUNDERBBOLT-1),PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,52,Katmai Pharmaceuticals Inc.,Katmai Pharmaceuticals,1,1,0,multi_experimental,2,eras-801,eras-801,EGFR,Small Molecule,EGFR,0,1,1,0,1,0,0,0,1,"IDHm, EGFR+",
NCT05226494,Safety and Tolerability of Fb-PMT in Recurrent Glioblastoma,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,34,NanoPharmaceuticals LLC,NanoPharmaceuticals,1,1,0,single_arm,1,fb-pmt,fb-pmt,ITGAV,Small Molecule,,0,1,0,0,0,0,0,1,0,,2nd-line+
NCT05283330,Safety and Tolerability of ²¹²Pb-DOTAM-GRPR1 in Adult Subjects With Recurrent or Metastatic GRPR-expressing Tumors,PHASE1,Phase 1,RECRUITING,48,"Orano Med Theranostics, SAS",Orano Med Theranostics,1,1,0,single_arm,1,²¹²pb-dotam-grpr1,²¹²pb-dotam-grpr1,GRPR,Radiopharmaceutical,ER;GRPR;HER2,0,1,0,0,1,0,0,0,1,EGFR+,metastatic · small-cell · measurable (RECIST) · ECOG 0-1
NCT05293197,Safety Study of the Repeated Opening of the Blood-brain Barrier With the SonoCloud® Device to Treat Malignant Brain Tumors in Pediatric Patients,PHASE1,Phase 1,RECRUITING,24,Assistance Publique - Hôpitaux de Paris,Assistance Publique - Hôpitaux de Paris,34,0,0,single_arm,1,device: sonocloud (9 transducers),device: sonocloud (9 transducers),,,,0,1,0,0,0,0,1,0,0,,metastatic · 1st-line
NCT05303467,A Feasibility Study to Evaluate the Safety of the TheraSphere Glioblastoma (GBM) Device in Patients With Recurrent GBM,PHASE1,Phase 1,RECRUITING,36,Boston Scientific Corporation,Boston Scientific,42,1,0,multi_experimental,4,device: therasphere gbm,device: therasphere gbm,,,,0,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT05303519,SIGMA (Safusidenib in IDH1 Mutant Glioma Maintenance),PHASE3,Phase 3,RECRUITING,365,Nuvation Bio Inc.,Nuvation,16,1,0,placebo_comparator,8,,safusidenib,IDH1/2,Small Molecule,IDH1;genomic,0,0,1,0,0,1,0,0,1,"IDHm, 1p19q-codel",recurrent · measurable (RECIST)
NCT05305365,Study Assessing QBS72S For Treating Brain Metastases,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,21,Stanford University,Stanford University,58,0,0,multi_experimental,3,qbs72s,qbs72s,LAT1,Small Molecule,LAT1,0,1,0,0,0,0,0,0,0,,metastatic · squamous
NCT05317858,Blood-brain Barrier (BBB) Opening Using Exablate Focused Ultrasound With Standard of Care Treatment of NSCLC Brain Mets,PHASE3,Phase 3,RECRUITING,30,InSightec,InSightec,41,1,0,active_comparator,2,atezolizumab;cemiplimab;iptilimumab;nivolumab;pembrolizumab,atezolizumab;cemiplimab;device: blood brain barrier opening - oncology;iptilimumab;nivolumab;pembrolizumab,PD-1,Monoclonal Antibody,MET;PD-L1,1,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · ECOG 0
NCT05323955,Secondary BRain Metastases Prevention After Isolated Intracranial Progression on Trastuzumab/Pertuzumab or T-DM1 in Patients With aDvanced Human Epidermal Growth Factor Receptor 2+ brEast Cancer With the Addition of Tucatinib,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,48,"Carey Anders, M.D.","Carey Anders, M.D.",1,0,1,single_arm,1,pertuzumab;trastuzumab;trastuzumab emtansine (t-dm1);tucatinib,pertuzumab;trastuzumab;trastuzumab emtansine (t-dm1);tucatinib,HER2,Monoclonal Antibody,HER2,1,1,0,0,1,0,1,1,1,EGFR+,metastatic · 1st-line · measurable (RECIST)
NCT05345002,All-Trans Retinoic Acid (ATRA) Plus PD-1 Inhibition in Recurrent IDH-Mutant Glioma,PHASE2,Phase 2,RECRUITING,55,"Stephen Bagley, MD, MSCE","Stephen Bagley, MD, MSCE",1,0,0,multi_experimental,4,all-trans retinoic acid;retifanlimab,all-trans retinoic acid;retifanlimab,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,0,1,1,IDHm,recurrent · 2nd-line+ · measurable (RECIST)
NCT05355701,A Study to Learn About the Study Medicine Called PF-07799933 in People With Advanced Solid Tumors With BRAF Alterations.,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,103,Pfizer,Pfizer,687,1,1,multi_experimental,9,pf-07799933,binimetinib;cetuximab;fluorouracil;leucovorin;midazolam;oxaliplatin;pf-07799933,BRAF,Small Molecule,BRAF;MSI;MSI-H;dMMR,0,1,0,0,1,0,0,0,1,EGFR+,metastatic
NCT05386108,Study of Abemaciclib and Elacestrant in Participants With Brain Metastasis Due to ER+/HER-2- Breast Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,73,"Stemline Therapeutics, Inc.",Stemline Therapeutics,20,1,0,multi_experimental,4,abemaciclib;elacestrant,abemaciclib;elacestrant,CDK4/6,Small Molecule,ER;HER2,0,1,0,0,0,0,1,0,0,,metastatic · 1st-line · squamous · measurable (RECIST)
NCT05406700,Niraparib In Recurrent IDH 1/2 Gliomas,EARLY_PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,16,Massachusetts General Hospital,Massachusetts General Hospital,170,0,1,active_comparator,2,resection/treatment with niraparib,niraparib;resection/treatment with niraparib,PARP,Small Molecule,BRCA1;BRCA2;HRD,0,1,1,0,0,0,0,0,1,IDHm,metastatic · squamous
