nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,HR/ER,HER2,PD-L1,BRCA/HRD,PIK3CA,first_line,later_line,biomarker_selected,biomarker_detail,elig_summary
NCT04862663,Capivasertib + CDK4/6i + Fulvestrant for Advanced/Metastatic HR+/HER2- Breast Cancer (CAPItello-292),PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,893,AstraZeneca,AstraZeneca,780,1,1,active_comparator,5,fulvestrant,abemaciclib;capivasertib;fulvestrant;palbociclib;ribociclib,AKT1,Small Molecule,ER;HER2;PIK3CA;PTEN,0,1,1,1,0,0,1,0,0,1,"HR+, HER2+, PIK3CAm",metastatic · measurable (RECIST)
NCT04872166,A Study of BTX-A51 in People With Advanced Solid Tumor and Breast Cancer,PHASE1,Phase 1,RECRUITING,112,Edgewood Oncology Inc.,Edgewood Oncology,2,1,0,multi_experimental,8,btx-a51,btx-a51,HER2,Small Molecule,ER;HER2;RUNX1,0,1,1,1,0,0,0,0,1,1,"HR+, HER2+",metastatic · 2nd-line+ · measurable (RECIST)
NCT04872985,"Pyrotinib Plus Neoadjuvant Chemotherapy in HR+/HER2-, HER4-High Breast Cancer",PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,140,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,15,0,0,placebo_comparator,2,cyclophosphamide;docetaxel;doxorubicin hydrochloride liposome injection;epirubicin;nab-paclitaxel,cyclophosphamide;docetaxel;doxorubicin hydrochloride liposome injection;epirubicin;nab-paclitaxel;pyrotinib,HER2,Small Molecule,ER;HER2;PR;biomarker,0,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic · squamous · measurable (RECIST)
NCT04873362,A Study Evaluating the Efficacy and Safety of Adjuvant Atezolizumab or Placebo and Trastuzumab Emtansine for Participants With HER2-Positive Breast Cancer at High Risk of Recurrence Following Preoperative Therapy,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,1188,Hoffmann-La Roche,Roche/Genentech,922,1,1,active_comparator,2,trastuzumab;trastuzumab emtansine,atezolizumab;trastuzumab;trastuzumab emtansine,PD-L1,Monoclonal Antibody,CMMRD;HER2;MSI-H;PD-L1;TMB,1,1,1,1,1,0,0,0,0,1,"HR+, HER2+, PD-L1+",stage IV · ductal
NCT04879563,Artificial Intelligence Supporting CAncer Patients Across Europe - the ASCAPE Project,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,500,Region Örebro County,Region Örebro County,2,0,0,single_arm,1,ascape-based follow-up strategy,ascape-based follow-up strategy,,,,0,1,0,0,0,0,0,0,0,0,,metastatic
NCT04884360,D9319C00001- 1L OC Mono Global RCT,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,366,AstraZeneca,AstraZeneca,780,1,1,placebo_comparator,2,matching placebo,olaparib,PARP,Small Molecule,BRCA1;BRCA2;MET,0,1,0,0,0,1,0,1,0,1,BRCA/HRD+,metastatic · 1st-line · ductal · measurable (RECIST)
NCT04886531,"Trial of Pre-operative Neratinib and Endocrine Therapy With Trastuzumab in ER-Positive, HER-2 Positive Breast Cancers",PHASE2,Phase 2,RECRUITING,30,Ruth O'Regan,Ruth O'Regan,1,0,1,single_arm,1,letrozole (l) or anastrozole (a);neratinib;trastuzumab,letrozole (l) or anastrozole (a);neratinib;trastuzumab,HER2,Small Molecule,ER;HER2;PR,0,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic · squamous
NCT04893109,ATEMPT 2.0: Adjuvant T-DM1 vs TH,PHASE2,Phase 2,RECRUITING,500,Dana-Farber Cancer Institute,Dana-Farber Cancer Institute,326,0,1,multi_experimental,2,trastuzumab sc,paclitaxel;trastuzumab sc;trastuzumab-emtansine,HER2,Monoclonal Antibody,ER;HER2;PR;genomic,1,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic
NCT04895358,Study of Pembrolizumab (MK-3475) Plus Chemotherapy Versus Placebo Plus Chemotherapy for HR+/HER2- Locally Recurrent Inoperable or Metastatic Breast Cancer (MK-3475-B49/KEYNOTE-B49),PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,342,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,active_comparator,2,capecitabine;dextrose;liposomal doxorubicin;nab-paclitaxel;paclitaxel,capecitabine;liposomal doxorubicin;nab-paclitaxel;paclitaxel;pembrolizumab,PD-1,Monoclonal Antibody,ER;HER2;PD-L1,1,1,1,1,1,1,0,0,1,1,"HR+, HER2+, PD-L1+, BRCA/HRD+",metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT04895709,A Study of BMS-986340 as Monotherapy and as Combination Therapy in Participants With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,1109,Bristol-Myers Squibb,Bristol Myers Squibb,764,1,1,multi_experimental,9,bms-986340,bms-936558-01;bms-986340;docetaxel;pumitamig,PD-1,Monoclonal Antibody,PD-L1;biomarker;biomarker analysis,1,1,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT04906395,Ovarian Suppression Evaluating Subcutaneous Leuprolide Acetate in Breast Cancer,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,250,Tolmar Inc.,Tolmar,2,1,0,single_arm,1,anastrozole tablets;exemestane tablets;letrozole tablets;tamoxifen;tol2506,anastrozole tablets;exemestane tablets;letrozole tablets;tamoxifen;tol2506,HER2,,HER2;PR,0,1,1,1,0,0,0,0,0,1,"HR+, HER2+",neoadjuvant
NCT04915755,Efficacy and Safety Comparison of Niraparib to Placebo in Participants With Human Epidermal Growth Factor 2 Negative (HER2-) Breast Cancer Susceptibility Gene Mutation (BRCAmut) or Triple-Negative Breast Cancer (TNBC) With Molecular Disease,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,40,GlaxoSmithKline,GSK,468,1,1,multi_experimental,2,niraparib,niraparib,PARP,Small Molecule,BRCA1;BRCA2;ER;HER2;HRD,0,1,1,1,0,1,0,0,0,1,"HR+, HER2+, BRCA/HRD+",metastatic · ductal
NCT04920708,"Fulvestrant, Ipatasertib and CDK4/6 Inhibition in Metastatic ER+/HER2- Breast Cancer Patients Without ctDNA Suppression",PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,57,Royal Marsden NHS Foundation Trust,Royal Marsden NHS Foundation Trust,40,0,1,active_comparator,4,cdk4/6 inhibitor;fulvestrant;palbociclib,fulvestrant;ipatasertib;palbociclib,AKT1,Small Molecule,ER;HER2,0,1,1,1,0,0,1,0,1,1,"HR+, HER2+, PIK3CAm",metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT04923542,SRS & Abemaciclib w/wo Imlunestrant in the Management of HR+/HER2- Breast CA Brain Metastases,PHASE1;PHASE2,Phase 2,RECRUITING,31,H. Lee Moffitt Cancer Center and Research Institute,H. Lee Moffitt Cancer Center and Research Institute,228,0,1,multi_experimental,2,abemaciclib;endocrine therapy;stereotactic radiosurgery (srs),abemaciclib;endocrine therapy;stereotactic radiosurgery (srs),CDK4/6,Small Molecule,ER;HER2;PR;biomarker,0,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic · measurable (RECIST)
NCT04961996,"A Study Evaluating the Efficacy and Safety of Adjuvant Giredestrant Compared With Physician's Choice of Adjuvant Endocrine Monotherapy in Participants With Estrogen Receptor-Positive, HER2-Negative Early Breast Cancer (lidERA Breast Cancer)",PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,4170,Hoffmann-La Roche,Roche/Genentech,922,1,1,active_comparator,2,lhrh agonist;physician's choice of endocrine therapy,giredestrant;lhrh agonist,ESR1,Small Molecule,ER;HER2;biomarker,0,1,1,1,0,0,0,0,0,1,"HR+, HER2+",stage IV · ductal
NCT04964934,Phase III Study to Assess AZD9833+ CDK4/6 Inhibitor in HR+/HER2-MBC With Detectable ESR1m Before Progression (SERENA-6),PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,315,AstraZeneca,AstraZeneca,780,1,1,active_comparator,2,abemaciclib;anastrozole;azd9833 placebo;letrozole;luteinizing hormone-releasing hormone (lhrh) agonist;palbociclib;ribociclib,abemaciclib;anastrozole placebo;azd9833;letrozole placebo;luteinizing hormone-releasing hormone (lhrh) agonist;palbociclib;ribociclib,ESR1,Small Molecule,CDX;ER;ESR1;HER2,0,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic · adenoca.
NCT04965766,Patritumab Deruxtecan (U3-1402) in Unresectable Locally Advanced or Metastatic Breast Cancer,PHASE2,Phase 2,RECRUITING,139,"Gustave Roussy, Cancer Campus, Grand Paris","Gustave Roussy, Cancer Campus, Grand Paris",31,0,1,single_arm,1,u3-1402,u3-1402,HER3,ADC,HER2;HER3,1,1,1,1,0,0,1,0,0,1,"HR+, HER2−, PIK3CAm",metastatic
NCT04969835,"A Study Evaluating the Safety, Pharmacokinetics and Early Efficacy of AVA6000 in Solid Tumours",PHASE1,Phase 1,RECRUITING,158,Avacta Life Sciences Ltd,Avacta Life Sciences,2,1,0,multi_experimental,4,ava6000,ava6000,FAP,ADC,FAP;PR,1,1,0,0,0,1,0,1,1,1,BRCA/HRD+,metastatic · 1st-line · measurable (RECIST)
NCT04975308,"A Study of Imlunestrant, Investigator's Choice of Endocrine Therapy, and Imlunestrant Plus Abemaciclib in Participants With ER+, HER2- Advanced Breast Cancer",PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,874,Eli Lilly and Company,Eli Lilly,535,1,1,multi_experimental,3,,abemaciclib;exemestane;fulvestrant;imlunestrant,CDK4/6,Small Molecule,ER;HER2,0,1,1,1,0,0,1,0,0,1,"HR+, HER2+, PIK3CAm",metastatic · measurable (RECIST)
NCT04985266,A Trial of Early Detection of Molecular Relapse With Circulating Tumour DNA Tracking and Treatment With Palbociclib Plus Fulvestrant Versus Standard Endocrine Therapy in Patients With ER Positive HER2 Negative Breast Cancer,PHASE2,Phase 2,RECRUITING,1100,Royal Marsden NHS Foundation Trust,Royal Marsden NHS Foundation Trust,40,0,1,active_comparator,2,anastrozole;exemestane;letrozole;tamoxifen,fulvestrant injection;palbociclib,CDK4/6,Small Molecule,ER;HER2;PR;genomic,0,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic
NCT04986579,Scalp Cooling in MBC,PHASE2,Phase 2,RECRUITING,120,Dana-Farber Cancer Institute,Dana-Farber Cancer Institute,326,0,1,active_comparator,6,eribulin;sacituzumab govitecan;trastuzumab deruxtecan,device: paxman scalp cooling system;eribulin;sacituzumab govitecan;trastuzumab deruxtecan,Tubulin,Small Molecule,,0,1,0,0,0,0,0,0,0,0,,metastatic · ECOG 2
NCT04993430,"A Phase 1 Study of HRS8807 Monotherapy and in Combination With SHR6390 in Subjects With ER-Positive, HER2-Negative Metastatic or Locally Advanced Breast Cancer",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,46,"Shanghai Hengrui Pharmaceutical Co., Ltd.",Hengrui,312,1,0,multi_experimental,4,,device: hrs8807、shr6390;hrs8807;hrs8807、shr6390,ER,Small Molecule,ER;HER2,0,1,0,1,0,0,0,0,0,1,HER2+,metastatic
NCT05000294,Atezolizumab Plus Tivozanib in Immunologically Cold Tumor Types,PHASE1;PHASE2,Phase 2,RECRUITING,29,University of Florida,University of Florida,28,0,1,single_arm,1,atezolizumab;tivozanib,atezolizumab;tivozanib,PD-L1,Monoclonal Antibody,CMMRD;HER2;MET;MSI;MSI-H;PD-L1;TMB;dMMR,1,1,0,1,1,0,0,0,0,1,"HER2+, PD-L1+",metastatic · adenoca. · measurable (RECIST)
NCT05005403,"Study to Assess Adverse Events and Pharmacokinetics in Adult Participants With Non-Small Cell Lung Cancer, Head and Neck Squamous Cell Carcinoma and Other Solid Tumors, Receiving Intravenous Infusion of Azirkitug Alone or in Combination(s) With Budigalimab, Bevacizumab, or Telisotuzumab Adizutecan",PHASE1,Phase 1,RECRUITING,694,AbbVie,AbbVie,274,1,1,multi_experimental,17,azirkitug,azirkitug;bevacizumab;budigalimab;telisotuzumab adizutecan,PD-1,Monoclonal Antibody,BRAF;HER2;MSI;MSI-H;PD-L1,1,1,0,1,1,0,0,1,0,1,"HER2+, PD-L1+",metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT05021900,"Efficacy and Safety of Tenalisib (RP6530), in Patients With Locally Advanced or Metastatic Breast Cancer",PHASE2,Phase 2,COMPLETED,40,Rhizen Pharmaceuticals SA,Rhizen Pharmaceuticals,13,1,0,multi_experimental,2,tenalisib,tenalisib,PI3K δ/γ,Small Molecule,,0,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT05029999,"CD40 Agonist, Flt3 Ligand, and Chemotherapy in HER2 Negative Breast Cancer",PHASE1,Phase 1,RECRUITING,30,University of Texas Southwestern Medical Center,University of Texas Southwestern Medical Center,48,0,0,multi_experimental,2,cdx-1140;cdx-301;pld,cdx-1140;cdx-301;pld,HER2,Monoclonal Antibody,CDX;HER2;PD-L1,1,1,1,1,1,0,0,1,0,1,"HR+, HER2+, PD-L1+",metastatic · 1st-line · squamous · measurable (RECIST) · ECOG 0
NCT05033756,Comprehensive Analysis of Predictors of the Treatment With Pembrolizumab and Olaparib in Patients With Unresectable or Metastatic HER2 Negative Breast Cancer and a Deleterious Germline Mutation or a Homologous Recombination Deficiency (COMPRENDO,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,11,Institut fuer Frauengesundheit,Institut fuer Frauengesundheit,7,0,1,single_arm,1,olaparib oral tablet [lynparza];pembrolizumab injection [keytruda],olaparib oral tablet [lynparza];pembrolizumab injection [keytruda],PD-1,Monoclonal Antibody,ATM;BARD1;BRCA1/2;CHEK2;ER;FANCC;HER2;HRD;PALB2;PR;RA;SLX4;XRCC2,1,1,1,1,0,1,0,1,1,1,"HR+, HER2+, BRCA/HRD+",metastatic · 1st-line · measurable (RECIST)
NCT05035836,A Phase 2 Single-Arm Open-Label Pilot Trial Evaluating Zanidatamab (ZW25) in Patients With Early Stage HER2/Neu Positive (HER2+) Breast Cancer (BC),PHASE2,Phase 2,RECRUITING,20,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,697,0,0,single_arm,1,letrozole;tamoxifen;zanidatamab,letrozole;tamoxifen;zanidatamab,HER2,Bispecific Antibody,ER;HER2,1,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic
NCT05038735,"Study to Assess the Efficacy and Safety of Alpelisib Plus Fulvestrant in Participants With HR-positive (HR+), HER2-negative, Advanced Breast Cancer After Treatment With a CDK4/6 Inhibitor and an Aromatase Inhibitor.",PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,210,Novartis Pharmaceuticals,Novartis,836,1,1,placebo_comparator,2,alpelisib-matching placebo;fulvestrant,alpelisib;fulvestrant,PI3K,Small Molecule,CDX;ER;HER2;PIK3CA;PTEN;companion diagnostic,0,1,1,1,0,0,1,0,1,1,"HR+, HER2−, PIK3CAm",metastatic · 2nd-line+ · measurable (RECIST)
NCT05039931,"A Study of GNC-035, a Tetra-specific Antibody, in Participants With Locally Advanced or Metastatic Solid Tumors",PHASE1,Phase 1,WITHDRAWN,0,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,single_arm,1,gnc-035,gnc-035,ROR1,Bispecific Antibody,PD-L1;ROR1,1,1,0,0,1,0,0,0,1,1,PD-L1+,metastatic · 2nd-line+ · measurable (RECIST)
NCT05041842,Treatment With Tucatinib in Patients With an Isolated Brain Progression of a Metastatic Breast Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,53,UNICANCER,UNICANCER,64,0,0,single_arm,1,hormone therapy;pertuzumab;pertuzumab/ trastuzumab;trastuzumab;tucatinib,hormone therapy;pertuzumab;pertuzumab/ trastuzumab;trastuzumab;tucatinib,HER2,Small Molecule,HER2,0,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic · ECOG 0-1
NCT05057013,A Phase I/IIa Trial of HMBD-001 in Advanced HER3 Positive Solid Tumours,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,81,Cancer Research UK,Cancer Research UK,16,0,0,multi_experimental,2,,hmbd-001;hmbd-001 and enzalutamide,HER3,Monoclonal Antibody,HER3,1,1,0,0,0,0,1,0,1,1,PIK3CAm,metastatic · 2nd-line+ · adenoca.
NCT05063786,Trastuzumab + Alpelisib +/- Fulvestrant vs Trastuzumab + CT in Patients With PIK3CA Mutated Previously Treated HER2+ Advanced BrEasT Cancer (ALPHABET),PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,27,Spanish Breast Cancer Research Group,Spanish Breast Cancer Research Group,33,0,1,active_comparator,3,capecitabine;eribulin;trastuzumab;vinorelbine,alpelisib;fulvestrant;trastuzumab,HER2,Monoclonal Antibody,ER;HER2,1,1,1,1,0,0,1,0,1,1,"HR+, HER2+, PIK3CAm",metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT05076760,MEM-288 Oncolytic Virus Alone and in Combination With Standard of Care Therapy in Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,40,"Memgen, Inc.",Memgen,4,1,0,multi_experimental,3,mem-288 intratumoral injection,docetaxel;mem-288 intratumoral injection;nivolumab,CD40L,Oncolytic Virus,ALK;BRAF;CD8+ T cells;EGFR;IFNγ;KRAS;MET;PD-L1;RET;TCF1+ stem-like CD8+ T cells,1,1,0,0,1,0,0,1,1,1,PD-L1+,metastatic · 1st-line · squamous · measurable (RECIST)
NCT05077449,A Study of XZP-3287 in Combination With Fulvestrant in Patients With Advanced Breast Cancer,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,300,"Xuanzhu Biopharmaceutical Co., Ltd.",Xuanzhu Biopharmaceutical,11,1,0,placebo_comparator,2,placebo + fulvestrant,xzp-3287+fulvestrant,CDK4/6,Small Molecule,HER2;HR,0,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic · measurable (RECIST)
NCT05081492,CF33-hNIS-antiPDL1 for the Treatment of Metastatic Triple Negative Breast Cancer,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,9,City of Hope Medical Center,City of Hope Medical Center,13,0,0,single_arm,1,oncolytic virus cf33-expressing hnis/anti-pd-l1 antibody,oncolytic virus cf33-expressing hnis/anti-pd-l1 antibody,PD-L1,Oncolytic Virus,ER;HER2;PR;Triple Negative Breast Cancer,1,1,1,1,0,0,0,0,0,1,"HR+, HER2−",metastatic · measurable (RECIST) · ECOG 2
NCT05081609,A Study to Investigate Safety and Tolerability of TransCon IL-2 β/γ Alone or in Combination With Pembrolizumab and/or TransCon TLR7/8 Agonist or Other Anticancer Therapies in Adult Participants With Locally Advanced or Metastatic Solid Tumor Malignancies,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,320,Ascendis Pharma Oncology Division A/S,Ascendis Pharma Oncology Division A/S,2,1,0,multi_experimental,13,transcon il-2 β/γ,chemotherapy drug;pembrolizumab;surgery;transcon il-2 β/γ;transcon tlr7/8 agonist;trastuzumab;trastuzumab emtansine (t-dm1),IL-2,Peptide,ALC;CD25;CXCL10;IFN-γ;PD-L1;eosinophil,0,1,0,0,1,0,0,0,1,1,PD-L1+,metastatic · 2nd-line+
NCT05082259,ASTEROID: A Trial of ASTX660 in Combination With Pembrolizumab,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,61,"Institute of Cancer Research, United Kingdom","Institute of Cancer Research, United Kingdom",24,0,1,multi_experimental,2,astx660;pembrolizumab,astx660;pembrolizumab,cIAP1,Small Molecule,CIAP1;CIAP2;ER;HER2;IDH1;IDH2;PD-L1;biomarker;biomarker analysis,0,1,1,1,1,0,0,0,1,1,"HR+, HER2+, PD-L1+",metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT05086692,A Beta-only IL-2 ImmunoTherapY Study,PHASE1;PHASE2,Phase 2,RECRUITING,115,"Medicenna Therapeutics, Inc.",Medicenna Therapeutics,2,1,1,single_arm,1,mdna11;pembrolizumab (keytruda),mdna11;pembrolizumab (keytruda),IL-2,Cell Therapy,MSI-H,1,1,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT05098210,"Personalized Neo-Antigen Peptide Vaccine for the Treatment of Stage IIIC-IV Melanoma, Hormone Receptor Positive HER2 Negative Metastatic Refractory Breast Cancer or Stage III-IV Non-Small Cell Lung Cancer",PHASE1,Phase 1,RECRUITING,28,Fred Hutchinson Cancer Center,Fred Hutchinson Cancer Center,52,0,0,single_arm,1,biopsy procedure;biospecimen collection;computed tomography;echocardiography test;multigated acquisition scan;neoantigen peptide vaccine;nivolumab;poly iclc;positron emission tomography;ruxolitinib,biopsy procedure;biospecimen collection;computed tomography;echocardiography test;multigated acquisition scan;neoantigen peptide vaccine;nivolumab;poly iclc;positron emission tomography;ruxolitinib,PD-1,Monoclonal Antibody,ALK;BRAF;CD30;ER;HER2;KRAS;PD-L1;PR;ROS1,1,1,1,1,1,0,0,0,0,1,"HR+, HER2+, PD-L1+",metastatic · small-cell · measurable (RECIST)
NCT05101096,Study of Sacituzumab Govitecan (SG) in Japanese Participants With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,135,Gilead Sciences,Gilead Sciences,168,1,1,multi_experimental,8,sacituzumab govitecan-hziy,sacituzumab govitecan-hziy,TROP2,ADC,HER2;PD-L1,1,1,1,1,1,0,0,0,1,1,"HR+, HER2+, PD-L1+",metastatic · 2nd-line+ · measurable (RECIST)
NCT05104866,"A Phase-3, Open-Label, Randomized Study of Dato-DXd Versus Investigator's Choice of Chemotherapy (ICC) in Participants With Inoperable or Metastatic HR-Positive, HER2-Negative Breast Cancer Who Have Been Treated With One or Two Prior Lines of Systemic Chemotherapy (TROPION-Breast01)",PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,732,AstraZeneca,AstraZeneca,780,1,1,active_comparator,2,capecitabine;eribulin;gemcitabine;vinorelbine,dato-dxd,TROP2,ADC,HER2;TROP1;TROP2;genomic,1,1,1,1,0,0,0,0,1,1,"HR+, HER2+",metastatic · 2nd-line+ · squamous · measurable (RECIST) · ECOG 0
NCT05107674,A Study of NX-1607 in Adults With Advanced Malignancies,PHASE1,Phase 1,RECRUITING,345,"Nurix Therapeutics, Inc.",Nurix Therapeutics,7,1,0,multi_experimental,12,nx-1607,nx-1607;paclitaxel,CBL-B,Small Molecule,PD-L1,0,1,0,0,1,0,0,0,1,1,PD-L1+,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT05113251,"Trastuzumab Deruxtecan (T-DXd) Alone or in Sequence With THP, Versus Standard Treatment (ddAC-THP), in HER2-positive Early Breast Cancer",PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,927,AstraZeneca,AstraZeneca,780,1,1,active_comparator,3,cyclophosphamide;doxorubicin;paclitaxel;pertuzumab;trastuzumab,paclitaxel;pertuzumab;trastuzumab;trastuzumab deruxtecan,HER2,ADC,HER2,1,1,0,1,0,0,0,0,0,1,HER2+,stage IV
NCT05123482,"A Phase I/IIa Study of AZD8205 Given Alone or Combined, in Participants With Advanced/Metastatic Solid Malignancies",PHASE1;PHASE2,Phase 2,RECRUITING,460,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,4,,azd8205;azd8205 and azd2936 (rilvegostomig);azd8205 and azd5305 (saruparib);azd8205 and azd5305 (saruparib) and azd2936 (rilvegostomig);azd8205 in combination with azd9574;azd8205 in combination with azd9574 plus rilvegostomig (azd2936),B7-H4,ADC,B7-H4,1,1,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT05130801,A Study of Multiparametric MRI and pHLIP® ICG in Breast Cancer Imaging During Surgery,PHASE1;PHASE2,Phase 2,RECRUITING,55,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,0,single_arm,1,diagnostic test: phlip icg nirf imaging,diagnostic test: phlip icg nirf imaging,,,,0,1,0,0,0,0,0,0,0,0,,metastatic
NCT05132582,A Study of Tucatinib or Placebo With Trastuzumab and Pertuzumab for Metastatic HER2+ Breast Cancer,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,654,"Seagen, a wholly owned subsidiary of Pfizer",Pfizer,687,1,1,active_comparator,2,combination product: trastuzumab + pertuzumab;pertuzumab;trastuzumab,combination product: trastuzumab + pertuzumab;pertuzumab;trastuzumab;tucatinib,HER2,Small Molecule,HER2,0,1,1,1,0,0,0,1,1,1,"HR+, HER2+",metastatic · 1st-line
NCT05142475,A Study of GC101 TIL in Advanced Breast Cancer (10hospital),EARLY_PHASE1,Phase 1,RECRUITING,50,Shanghai Juncell Therapeutics,Shanghai Juncell Therapeutics,19,1,0,single_arm,1,tumor infiltrating lymphocytes (til),tumor infiltrating lymphocytes (til),,Cell Therapy,,1,1,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · ECOG 0
NCT05143229,Alpelisib And Sacituzumab Govitecan For Treatment Of Breast Cancer,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,18,University of Kansas Medical Center,University of Kansas Medical Center,27,0,1,multi_experimental,3,alpelisib;sacituzumab govitecan,alpelisib;sacituzumab govitecan,PI3K,Small Molecule,HER2;PD-L1;PIK3CA;PTEN,0,1,1,1,1,0,1,0,1,1,"HR+, HER2−, PD-L1+, PIK3CAm",metastatic · 2nd-line+ · squamous
NCT05143970,A Phase 1 First-In-Human Study of the Anti-CD73 IPH5301 Alone or in Combination With Chemotherapy and Trastuzumab in Patients With Advanced Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,27,Institut Paoli-Calmettes,Institut Paoli-Calmettes,12,0,0,single_arm,1,iph5301 alone or in combination with chemotherapy and trastuzumab,iph5301 alone or in combination with chemotherapy and trastuzumab,CD73,Monoclonal Antibody,ER;HER2;MET;PD-L1;PR,1,1,1,1,1,1,0,1,1,1,"HR+, HER2+, PD-L1+, BRCA/HRD+",metastatic · 1st-line · ductal · measurable (RECIST)
NCT05159193,Neoadjuvant Treatment Pegylated Liposomal Doxorubicin Plus Cyclophosphamide Sequential Docetaxel Plus Trastuzumab and Pertuzumab Versus Docetaxel Plus Carboplatin Combined With Trastuzumab and Pertuzumab in HER-2 Positive Breast Cancer,PHASE3,Phase 3,RECRUITING,372,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,15,0,0,active_comparator,2,carboplatin (cb);docetaxel (t);pertuzumab (p);trastuzumab (h),cyclophosphamide (c);docetaxel (t);pegylated liposomal doxorubicin (pld);pertuzumab (p);trastuzumab (h),HER2,Small Molecule,ER;FOLR1;HER2;PR,0,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic · ductal · measurable (RECIST)
NCT05160545,"A Study of GNC-035, a Tetra-specific Antibody, in Participants With Locally Advanced or Metastatic Breast Cancer",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,36,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,single_arm,1,gnc-035,gnc-035,ROR1,Bispecific Antibody,PD-L1;ROR1,1,1,0,0,1,0,0,0,1,1,PD-L1+,metastatic · 2nd-line+ · measurable (RECIST)
