nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,BRCA/HRD,KRAS,MSI-H/dMMR,first_line,later_line,biomarker_selected,biomarker_detail,elig_summary
NCT04673448,"Niraparib and TSR-042 for the Treatment of BRCA-Mutated Unresectable or Metastatic Breast, Pancreas, Ovary, Fallopian Tube, or Primary Peritoneal Cancer",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,18,University of Washington,University of Washington,74,0,1,single_arm,1,biopsy;biospecimen collection;computed tomography;dostarlimab;magnetic resonance imaging;niraparib,biopsy;biospecimen collection;computed tomography;dostarlimab;magnetic resonance imaging;niraparib,PD-1,Monoclonal Antibody,ER;HER2;MSI-H;PD-L1;PR;dMMR,1,1,1,0,0,0,0,1,BRCA/HRD+,metastatic · squamous · measurable (RECIST)
NCT04678648,A Trial of RSC-1255 for Treatment of Patients With Advanced Malignancies,PHASE1,Phase 1,RECRUITING,134,"RasCal Therapeutics, Inc.",RasCal Therapeutics,1,1,0,single_arm,1,rsc-1255 dose escalation;rsc-1255 dose expansion,rsc-1255 dose escalation;rsc-1255 dose expansion,,,,0,1,0,0,0,0,1,0,,metastatic · 2nd-line+
NCT04753879,Multi-agent Low Dose Chemotherapy GAX-CI Followed by Olaparib and Pembro in Metastatic Pancreatic Ductal Cancer.,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,38,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,160,0,1,single_arm,1,capecitabine;cisplatin;gemcitabine;irinotecan;nab-paclitaxel;olaparib;pembrolizumab,capecitabine;cisplatin;gemcitabine;irinotecan;nab-paclitaxel;olaparib;pembrolizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,,metastatic · ductal · measurable (RECIST)
NCT04802876,Efficacy of Tislelizumab and Spartalizumab Across Multiple Cancer-types in Patients with PD1-high MRNA Expressing Tumors,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,184,SOLTI Breast Cancer Research Group,SOLTI Breast Cancer Research Group,18,0,1,multi_experimental,3,,spartalizumab;tislelizumab,PD-1,Monoclonal Antibody,BRAF,1,1,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT04827953,Study to Evaluate the Safety and Efficacy of Treatment With NLM-001 and Standard Chemotherapy Plus Zalifrelimab in Patients With Advanced Pancreatic Cancer,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,28,Nelum Corp,Nelum,2,1,0,single_arm,1,gemcitabine;nab-paclitaxel;nlm-001;zalifrelimab,gemcitabine;nab-paclitaxel;nlm-001;zalifrelimab,SMO,Small Molecule,,0,1,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT04888312,Safety and Efficacy of Mitazalimab in Combination With Chemotherapy in Pancreatic Cancer Patients,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,94,Alligator Bioscience AB,Alligator Bioscience,4,1,0,single_arm,1,cd40 agonist mitazalimab in combination with,cd40 agonist mitazalimab in combination with,CD40,Monoclonal Antibody,,1,1,0,0,0,1,0,0,,metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT04895709,A Study of BMS-986340 as Monotherapy and as Combination Therapy in Participants With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,1109,Bristol-Myers Squibb,Bristol Myers Squibb,764,1,1,multi_experimental,9,bms-986340,bms-936558-01;bms-986340;docetaxel;pumitamig,PD-1,Monoclonal Antibody,PD-L1;biomarker;biomarker analysis,1,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT04900818,Study of TJ033721 (Givastomig) in Subjects With Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,330,I-Mab Biopharma US Limited,I-Mab Biopharma US,6,1,1,multi_experimental,4,tj033721 (givastomig),durvalumab;nivolumab;tj033721 (givastomig),,Bispecific Antibody,CLDN18.2;PD-L1,1,1,0,0,0,1,1,0,,metastatic · 1st-line · adenoca.
NCT04901741,Olaptesed With Pembrolizumab and Nanoliposomal Irinotecan or Gemcitabine/Nab-Paclitaxel in MSS Pancreatic Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,60,TME Pharma AG,TME Pharma,5,1,1,multi_experimental,2,olaptesed pegol;pembrolizumab,olaptesed pegol;pembrolizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,1,0,0,,metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT04924075,"Belzutifan/MK-6482 for the Treatment of Advanced Pheochromocytoma/Paraganglioma (PPGL), Pancreatic Neuroendocrine Tumor (pNET), Von Hippel-Lindau (VHL) Disease-Associated Tumors, Advanced Gastrointestinal Stromal Tumor (wt GIST), or Solid Tumors With HIF-2α Related Genetic Alterations (MK-6482-015)",PHASE2,Phase 2,RECRUITING,355,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,single_arm,1,belzutifan,belzutifan,HIF-2α,Small Molecule,HIF-2α;VHL,0,1,0,0,0,0,0,0,,metastatic
NCT04956640,Study of LY3537982 in Cancer Patients With a Specific Genetic Mutation (KRAS G12C),PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,540,Eli Lilly and Company,Eli Lilly,535,1,1,multi_experimental,3,ly3537982,carboplatin;cetuximab;cisplatin;ly3537982;pembrolizumab;pemetrexed,KRAS,Small Molecule,KRAS,0,1,0,1,0,1,0,1,KRASm,metastatic · 1st-line · measurable (RECIST)
NCT04969731,Safety and Efficacy of Immuncell-LC With Gemcitabine in Resectable Pancreatic Cancer,PHASE3,Phase 3,RECRUITING,408,GC Cell Corporation,GC Cell,11,1,0,active_comparator,2,gemcitabine,gemcitabine;immuncell-lc,,Cell Therapy,,1,1,0,0,0,0,0,0,,metastatic · adenoca. · ECOG 0
NCT04999761,AB122 Platform Study,PHASE1,Phase 1,RECRUITING,917,"Taiho Pharmaceutical Co., Ltd.",Taiho,86,1,0,multi_experimental,18,ab122,ab122;ab154;bevacizumab;carboplatin;cisplatin;fluorouracil;gemcitabine;nab-paclitaxel;ramucirumab;tas-115;tas-116;tas-120;trifluridine/tipiracil,PD-1,Monoclonal Antibody,KRAS;MET;PD-L1,1,1,0,1,0,1,1,1,KRASm,metastatic · 1st-line · adenoca.
NCT05000294,Atezolizumab Plus Tivozanib in Immunologically Cold Tumor Types,PHASE1;PHASE2,Phase 2,RECRUITING,29,University of Florida,University of Florida,28,0,1,single_arm,1,atezolizumab;tivozanib,atezolizumab;tivozanib,PD-L1,Monoclonal Antibody,CMMRD;HER2;MET;MSI;MSI-H;PD-L1;TMB;dMMR,1,1,0,0,1,0,0,1,MSI-H/dMMR,metastatic · adenoca. · measurable (RECIST)
NCT05005403,"Study to Assess Adverse Events and Pharmacokinetics in Adult Participants With Non-Small Cell Lung Cancer, Head and Neck Squamous Cell Carcinoma and Other Solid Tumors, Receiving Intravenous Infusion of Azirkitug Alone or in Combination(s) With Budigalimab, Bevacizumab, or Telisotuzumab Adizutecan",PHASE1,Phase 1,RECRUITING,694,AbbVie,AbbVie,274,1,1,multi_experimental,17,azirkitug,azirkitug;bevacizumab;budigalimab;telisotuzumab adizutecan,PD-1,Monoclonal Antibody,BRAF;HER2;MSI;MSI-H;PD-L1,1,1,0,0,1,1,0,1,MSI-H/dMMR,metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT05057013,A Phase I/IIa Trial of HMBD-001 in Advanced HER3 Positive Solid Tumours,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,81,Cancer Research UK,Cancer Research UK,16,0,0,multi_experimental,2,,hmbd-001;hmbd-001 and enzalutamide,HER3,Monoclonal Antibody,HER3,1,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca.
NCT05057715,huCART-meso + VCN-01 in Pancreatic and Ovarian Cancer,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,13,University of Pennsylvania,University of Pennsylvania,19,0,0,multi_experimental,5,hucart-meso cells;vcn-01,hucart-meso cells;vcn-01,,,,0,1,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT05076760,MEM-288 Oncolytic Virus Alone and in Combination With Standard of Care Therapy in Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,40,"Memgen, Inc.",Memgen,4,1,0,multi_experimental,3,mem-288 intratumoral injection,docetaxel;mem-288 intratumoral injection;nivolumab,CD40L,Oncolytic Virus,ALK;BRAF;CD8+ T cells;EGFR;IFNγ;KRAS;MET;PD-L1;RET;TCF1+ stem-like CD8+ T cells,1,1,0,1,0,1,1,1,KRASm,metastatic · 1st-line · squamous · measurable (RECIST)
NCT05077800,FOLFIRINOX + Elraglusib + Losartan In Pancreatic Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,70,"Colin D. Weekes, M.D., PhD","Colin D. Weekes, M.D., PhD",2,0,0,multi_experimental,5,folfirninox,9-ing-41;folfirninox;losartan,GSK3B,Small Molecule,,0,1,1,0,0,0,0,1,BRCA/HRD+,metastatic · adenoca. · measurable (RECIST)
NCT05083780,Hydroxychloroquine and Chlorphenesin Carbamate in Combination With mFOLFIRINOX in Pancreatic Cancer,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,40,Changhoon Yoo,Changhoon Yoo,1,0,0,single_arm,1,chlorphenesin carbamate;hydroxychloroquine,chlorphenesin carbamate;hydroxychloroquine,MET,Small Molecule,PR,0,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT05086692,A Beta-only IL-2 ImmunoTherapY Study,PHASE1;PHASE2,Phase 2,RECRUITING,115,"Medicenna Therapeutics, Inc.",Medicenna Therapeutics,2,1,1,single_arm,1,mdna11;pembrolizumab (keytruda),mdna11;pembrolizumab (keytruda),IL-2,Cell Therapy,MSI-H,1,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT05098197,A Study of GC101 TIL in Advanced Hepatobiliary-Pancreatic Cancers (10hospital),EARLY_PHASE1,Phase 1,RECRUITING,50,Shanghai Juncell Therapeutics,Shanghai Juncell Therapeutics,19,1,0,single_arm,1,tumor infiltrating lymphocyte,tumor infiltrating lymphocyte,,Cell Therapy,,1,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · ECOG 0
NCT05132504,Neoadjuvant Folfirinox Combined With Pembrolizumab Followed by Surgery for Patients With Resectable Pancreatic Cancer,PHASE2,Phase 2,RECRUITING,30,Baylor College of Medicine,Baylor College of Medicine,8,0,1,single_arm,1,FOLFIRINOX;pembrolizumab,FOLFIRINOX;pembrolizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,,metastatic · adenoca.
NCT05141149,First in Human Phase1/2a Clinical Trial of Anti-PAUF Monoclonal Antibody PBP1510 in Patients With Pancreatic Cancer,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,80,Prestige Biopharma Limited,Prestige Biopharma,3,1,0,multi_experimental,10,pbp1510 (,gemcitabine (;pbp1510 (,PAUF,Monoclonal Antibody,,1,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT05143970,A Phase 1 First-In-Human Study of the Anti-CD73 IPH5301 Alone or in Combination With Chemotherapy and Trastuzumab in Patients With Advanced Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,27,Institut Paoli-Calmettes,Institut Paoli-Calmettes,12,0,0,single_arm,1,iph5301 alone or in combination with chemotherapy and trastuzumab,iph5301 alone or in combination with chemotherapy and trastuzumab,CD73,Monoclonal Antibody,ER;HER2;MET;PD-L1;PR,1,1,1,0,0,1,1,1,BRCA/HRD+,metastatic · 1st-line · ductal · measurable (RECIST)
NCT05156866,First in Human Study of TORL-2-307-ADC in Participants With Advanced Cancer,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,163,"TORL Biotherapeutics, LLC",TORL Biotherapeutics,8,1,0,multi_experimental,2,torl-2-307-adc,torl-2-307-adc,CLDN18.2,ADC,CLDN18.2;HER2,1,1,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT05159440,First in Human Study of TORL-2-307-MAB in Participants With Advanced Cancer,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,70,"TORL Biotherapeutics, LLC",TORL Biotherapeutics,8,1,0,multi_experimental,2,torl-2-307-mab,torl-2-307-mab,CLDN18.2,Monoclonal Antibody,,1,1,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT05163028,A Dose Escalation Study of SHP2 Inhibitor in Patients With Solid Tumors Harboring KRAS of EGFR Mutations,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,42,"HUYABIO International, LLC.",HUYABIO International,9,1,0,single_arm,1,hbi-2376,hbi-2376,KRAS,Small Molecule,EGFR;KRAS,0,1,0,1,0,0,1,1,KRASm,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT05208762,A Study of PF-08046054/SGN-PDL1V in Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,714,"Seagen, a wholly owned subsidiary of Pfizer",Pfizer,687,1,1,multi_experimental,2,pf-08046054,pembrolizumab;pf-08046054,PD-L1,Monoclonal Antibody,MET;PD-L1,1,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT05215574,Study of NGM831 as Monotherapy and in Combination With Pembrolizumab or Pembrolizumab and NGM438 in Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,130,"NGM Biopharmaceuticals, Inc",NGM Biopharmaceuticals,6,1,1,multi_experimental,3,,ngm831;ngm831 and ngm438 plus pembrolizumab (keytruda);ngm831 plus pembrolizumab (keytruda),ILT3,Monoclonal Antibody,,1,1,0,0,0,0,0,0,,metastatic
NCT05239143,P-MUC1C-ALLO1 Allogeneic CAR-T Cells in the Treatment of Subjects With Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,180,"Poseida Therapeutics, Inc.",Poseida Therapeutics,6,1,0,multi_experimental,8,p-muc1c-allo1 car-t cells;rimiducid,p-muc1c-allo1 car-t cells;rimiducid,MUC1,CAR-T,MUC1,1,1,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT05245500,Phase 1 Study of MRTX1719 in Solid Tumors With MTAP Deletion,PHASE1,Phase 1,RECRUITING,336,Bristol-Myers Squibb,Bristol Myers Squibb,764,1,1,multi_experimental,3,mrtx1719,mrtx1719,MTAP,Small Molecule,MTAP,0,1,0,0,0,0,0,0,,metastatic
NCT05254171,Study of Nab-Paclitaxel and Gemcitabine With or Without SBP-101 in Pancreatic Cancer,PHASE2;PHASE3,Phase 3,RECRUITING,600,"Panbela Therapeutics, Inc.",Panbela Therapeutics,3,1,0,placebo_comparator,2,gemcitabine;nab-paclitaxel,gemcitabine;nab-paclitaxel;sbp-101,ODC,Small Molecule,,0,1,1,0,0,1,0,1,BRCA/HRD+,metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT05257993,"Study to Assess the Safety, Tolerability of JPI-547 in Combination With Modified FOLFIRINOX or Gemcitabine-nab-paclitaxel in Patients With Locally Advanced and Metastatic Pancreatic Cancer",PHASE1;PHASE2,Phase 2,RECRUITING,71,Onconic Therapeutics Inc.,Onconic Therapeutics,5,1,0,multi_experimental,2,jpi-547,gemcitabine-nab-paclitaxel;jpi-547;modified folfirinox,PARP,Small Molecule,BRCA1;BRCA2;HRD;RNF43,0,1,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT05288205,Phase 1/2a Study of JAB-21822 Plus JAB-3312 in Patients With Advanced Solid Tumors Harboring KRAS p.G12C Mutation,PHASE1;PHASE2,Phase 2,RECRUITING,240,"Allist Pharmaceuticals, Inc.",Allist Pharmaceuticals,19,1,0,multi_experimental,2,jab-21822;jab-3312,jab-21822;jab-3312,KRAS,Small Molecule,KRAS,0,1,0,1,0,0,0,1,KRASm,metastatic · ductal · measurable (RECIST)
NCT05355298,ACCENT: AMP945 in Combination With Nab-paclitaxel and Gemcitabine for Treatment of Pancreatic Cancer,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,62,Amplia Therapeutics Limited,Amplia Therapeutics,2,1,0,single_arm,1,amp945 ascending doses;amp945 rp2d,amp945 ascending doses;amp945 rp2d,FAK,Small Molecule,,0,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT05361954,Study to Assess the Safety and Preliminary Efficacy of STI-1386 Oncolytic Virus in Relapsed or Refractory Solid Tumors,PHASE1,Phase 1,NOT_YET_RECRUITING,36,"Sorrento Therapeutics, Inc.",Sorrento Therapeutics,18,1,0,single_arm,1,sti-1386,sti-1386,,Oncolytic Virus,,1,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT05365581,"A Study of ASP2138 Given by Itself or Given With Other Cancer Treatments in Adults With Stomach Cancer, Gastroesophageal Junction Cancer, or Pancreatic Cancer",PHASE1,Phase 1,RECRUITING,398,"Astellas Pharma Global Development, Inc.",Astellas,171,1,1,multi_experimental,10,asp2138,asp2138;capecitabine;fluorouracil;irinotecan;leucovorin;oxaliplatin;paclitaxel;pembrolizumab;ramucirumab,CLDN18.2,Monoclonal Antibody,CLDN18.2;HER2;PD-L1,1,1,0,0,0,1,1,0,,metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT05379985,Study of RMC-6236 in Patients With Advanced Solid Tumors Harboring Specific Mutations in RAS,PHASE1;PHASE2,Phase 2,RECRUITING,754,"Revolution Medicines, Inc.",Revolution Medicines,19,1,0,single_arm,1,rmc-6236,rmc-6236,KRAS,Small Molecule,KRAS;RAS,0,1,0,1,0,1,0,1,KRASm,metastatic · 1st-line
NCT05394259,"A Pilot Study to Assess the Clinical Utility of PYLARIFY PET-CT for Detecting Metastasis in Pancreatic Cancer, Hepatocellular Carcinoma and Breast Cancer",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,20,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,697,0,0,single_arm,1,piflufolastat f18,piflufolastat f18,,Radiopharmaceutical,,0,1,0,0,0,1,0,0,,metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT05403554,A Study of NI-1801 in Patients with Mesothelin Expressing Solid Cancers,PHASE1,Phase 1,RECRUITING,70,Light Chain Bioscience - Novimmune SA,Light Chain Bioscience - Novimmune,2,1,0,active_comparator,3,ni-1801 in combination with paclitaxel;paclitaxel,biological ni-1801;ni-1801 in combination with anti-pd1 (pembrolizumab),MSLN,Bispecific Antibody,Mesothelin;PR;biomarker;biomarker analysis,1,1,0,0,0,1,1,0,,metastatic · 1st-line · adenoca. · measurable (RECIST) · ECOG 0-1
NCT05431270,"Dose Escalation/Expansion Study of Mavrostobart (PT199), an Anti-CD73 mAb, Administered Alone and in Combination With a PD-1 Inhibitor or Chemotherapy (the MORNINGSTAR Study)",PHASE1;PHASE2,Phase 2,RECRUITING,40,Phanes Therapeutics,Phanes Therapeutics,3,1,1,multi_experimental,4,mavrostobart (pt199),carboplatin + pemetrexed;docetaxel;gemcitabine;gemcitabine + nab-paclitaxel;mavrostobart (pt199);pembrolizumab + carboplatin + pemetrexed;pemetrexed;tislelizumab,PD-1,Monoclonal Antibody,ALK;PD-L1;biomarker;genomic,1,1,0,0,0,1,1,0,,metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT05438459,GAIA-102 Intraperitoneal Administration in Patients With Advanced Gastrointestinal Cancer of Microsatellite Stable With Malignant Ascites,PHASE1;PHASE2,Phase 2,RECRUITING,176,Kyushu University,Kyushu University,1,0,0,active_comparator,6,calcium levofolinate hydrate;fluorouracil;irinotecan hydrochloride hydrate;trifluridine/tipiracil hydrochloride (ftd/tpi),calcium levofolinate hydrate;fluorouracil;gaia-102;irinotecan hydrochloride hydrate;pembrolizumab,PD-1,Monoclonal Antibody,MMR;MSI;MSI-H,1,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca.
NCT05462717,Dose Escalation and Dose Expansion Study of RMC-6291 Monotherapy in Subjects With Advanced KRASG12C Mutant Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,222,"Revolution Medicines, Inc.",Revolution Medicines,19,1,0,single_arm,1,rmc-6291,rmc-6291,KRAS,Small Molecule,KRAS,0,1,0,0,0,0,0,0,,metastatic
NCT05466799,FOLFIRINOX Versus OncoSil™ in Addition to FOLFIRINOX in Patients With Locally Advanced Pancreatic Adenocarcinoma,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,88,OncoSil Medical Limited,OncoSil Medical,3,1,0,active_comparator,2,FOLFIRINOX,FOLFIRINOX;device: oncosil,,,,0,1,0,0,0,1,0,0,,metastatic · 1st-line · adenoca.
NCT05477576,Study of RYZ101 Compared With SOC in Pts w Inoperable SSTR+ Well-differentiated GEP-NET That Has Progressed Following 177Lu-SSA Therapy,PHASE3,Phase 3,RECRUITING,338,"RayzeBio, Inc.",RayzeBio,7,1,0,active_comparator,4,everolimus;lanreotide;octreotide;ryz101;sunitinib,ryz101,SSTR,Radiopharmaceutical,SSTR,0,1,0,0,0,0,0,0,,metastatic · measurable (RECIST) · ECOG 0
NCT05482516,Evaluating Novel Therapies in ctDNA Positive GI Cancers,PHASE3,Phase 3,RECRUITING,20,Georgetown University,Georgetown University,55,0,1,single_arm,1,atezolizumab;bevacizumab,atezolizumab;bevacizumab,PD-L1,Monoclonal Antibody,CMMRD;MET;MSI-H;PD-L1;TMB,1,1,0,0,0,0,0,0,,metastatic · adenoca.
NCT05482893,"Spevatamig (PT886) as Monotherapy or in Combination With Chemo and/or ICI, for the Treatment of Patients With Advanced Gastric, Gastroesophageal Junction, Pancreatic Ductal or Biliary Tract Carcinomas (the TWINPEAK Study)",PHASE1;PHASE2,Phase 2,RECRUITING,258,Phanes Therapeutics,Phanes Therapeutics,3,1,1,multi_experimental,4,spevatamig (pt886),CAPOX;FOLFIRINOX;FOLFOX;gemcitabine;keytruda (pembrolizumab);nab-paclitaxel;paclitaxel;spevatamig (pt886),,Bispecific Antibody,CLDN18.2;HER2;biomarker,1,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT05485974,A Dose Escalation Study of HBI-2438 in Patients With Solid Tumors Harboring KRAS G12C Mutation,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,44,"HUYABIO International, LLC.",HUYABIO International,9,1,0,single_arm,1,hbi-2438,hbi-2438,KRAS,Small Molecule,KRAS,0,1,0,1,0,0,0,1,KRASm,metastatic · squamous · measurable (RECIST)
NCT05539430,"Claudin 18.2-Targeted Chimeric Antigen Receptor T-cells in Subjects With Unresectable, Locally Advanced, or Metastatic Gastric, Gastroesophageal Junction (GEJ), Esophageal, or Pancreatic Adenocarcinoma",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,56,Legend Biotech USA Inc,Johnson & Johnson,363,1,0,single_arm,1,lb1908,lb1908,CLDN18.2,CAR-T,CLDN18.2;HER2;PR,1,1,0,0,0,1,1,0,,metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT05585320,A Phase 1/2a Study of IMM-1-104 in Participants With Advanced or Metastatic Solid Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,209,Immuneering Corporation,Immuneering,3,1,0,multi_experimental,5,,imm-1-104 + dabrafenib (treatment group d);imm-1-104 + modified folfirinox (treatment group c);imm-1-104 + modified gemcitabine/nab-paclitaxel (treatment group b);imm-1-104 + pembrolizumab (treatment group e);imm-1-104 monotherapy (treatment group a),MEK,Small Molecule,BRAF;KRAS,0,1,0,1,0,1,1,1,KRASm,metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT05604560,A Neoadjuvant Study of Tislelizumab and SX-682 for Resectable Pancreas Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,25,Lei Zheng,Lei Zheng,2,0,1,single_arm,1,sx-682;tislelizumab,sx-682;tislelizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,,metastatic · adenoca.
NCT05607953,Pressure Enabled Intrapancreatic Delivery of SD-101 With Checkpoint Blockade for Locally Advanced Pancreatic Adenocarcinoma,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,60,"TriSalus Life Sciences, Inc.",TriSalus Life Sciences,3,1,0,single_arm,1,anti-pd-1;sd-101,anti-pd-1;sd-101,TLR9,Small Molecule,,0,1,0,0,0,0,1,0,,metastatic · 2nd-line+
NCT05620134,Study of JK08 in Patients with Unresectable Locally Advanced or Metastatic Cancer,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,263,Salubris Biotherapeutics Inc,Salubris Biotherapeutics,2,1,0,multi_experimental,4,jk08,jk08;lenvatinib pill;pembrolizumab,CTLA-4,Monoclonal Antibody,ER;HER2;PR;genomic,1,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT05624918,A Study of NovoTTF-200T(P) in Combination With Gemcitabine and Nab-Paclitaxel for Resectable Pancreatic Adenocarcinoma,PHASE2,Phase 2,RECRUITING,38,Ashish Manne,Ashish Manne,1,0,0,single_arm,1,device: novottf-200t(p);gemcitabine;nab-paclitaxel,device: novottf-200t(p);gemcitabine;nab-paclitaxel,Tubulin,Small Molecule,,0,1,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT05632328,AGEN1423 and Botensilimab w/ or w/o Chemo in PDAC,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,24,Bruno Bockorny,Bruno Bockorny,1,0,0,multi_experimental,2,agen1423;botensilimab,agen1423;botensilimab;gemcitabine;nab-paclitaxel,CD73,Bispecific Antibody,PD-L1,1,1,0,0,0,1,1,0,,metastatic · 1st-line · adenoca. · measurable (RECIST) · ECOG 1
NCT05638698,Tg01 Vaccine / Qs-21 Stimulon™ With Or Without Balstilimab As Maintenance Therapy Following Adjuvant Chemotherapy In Patients With Resected Pancreatic Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,24,University of Kansas Medical Center,University of Kansas Medical Center,27,0,0,multi_experimental,2,qs-21;tg01 vaccine,balstilimab;qs-21;tg01 vaccine,KRAS,Vaccine,RAS,1,1,0,0,0,0,0,0,,metastatic · squamous
NCT05651022,Study of DECOY20 With or Without Tislelizumab in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,120,"Indaptus Therapeutics, Inc",Indaptus Therapeutics,1,1,0,multi_experimental,3,decoy20,decoy20;tislelizumab,PD-1,Cell Therapy,ALK;BRAF;KRAS;MET;MSI;MSI-H;RET;dMMR,1,1,0,1,1,0,0,1,"KRASm, MSI-H/dMMR",metastatic · adenoca. · measurable (RECIST)
NCT05653453,Clinical Study of Tumor Treating Fields Combined with Gemcitabine and Albumin-bound Paclitaxel in the First-line Treatment of Locally Advanced Pancreatic Cancer,PHASE3,Phase 3,RECRUITING,512,"Jiangsu Healthy Life Innovation Medical Technology Co., Ltd",Jiangsu Healthy Life Innovation Medical Technology,5,1,0,active_comparator,2,gemcitabine hydrochloride and albumin binding paclitaxel,device: tumor treating fields combined with gemcitabine hydrochloride and albumin binding paclitaxel;gemcitabine hydrochloride and albumin binding paclitaxel,,Cell Therapy,,1,1,0,0,0,1,0,0,,metastatic · 1st-line · adenoca. · measurable (RECIST) · ECOG 0-1
